t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,lidar_zone,rejoin,encoder_sum,encoder_l,encoder_r,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,lstatus,drive_cmd,drive_event,tl_state,tl_near_metric,tl_red_far,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1788965049.780486,0.039,10.0,0.0,10,0,190,,,,,,,,-0.6753669264776205,0.0,290.0,69.41213018569707,69.41213018569707,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,171,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,route_20210606_012345.csv,"📁 경로 선택: route_20210606_012345.csv — WP 291개 (terrain 열은 보지 않는다 — 정지는 라이다 또는 종점이다) | 🅑 브레이크 시험 준비 — 지령 10펄스 ≈ 31.8 km/h, 경로 route_20210606_012345.csv | ⏸️ D5 가 자율주행이 아니다 — 스위치를 올리면 시작한다 | ⏸️ D5 가 자율주행이 아니다 — 스위치를 올리면 시작한다 | 📏 경로 총길이 72.5m / 이 속도의 2단 정지거리 ≈ 20.4m — ★종점 뒤로 그만큼이 비어 있어야 한다★ | ▶ ★주행 시작★ [route_20210606_012345.csv] — WP 12/291 (경로에서 0.68m), 출발 방위 -9.2° (경로에서 빌림). 지금부터 ★10펄스 ≈ 31.8 km/h★ | 🅑 곧게 가는 중(조향 0°) — 헤딩 확정 대기 0/5, 0.0km/h, CTE -0.68m",,,,,,,36.96761172,127.87251131166667,121.91499999999999,2,0.00020163999999999997,36.96761172,127.87251131166667,4.0,0.05951478881835937,1.0,0.0,0.09062957763671875,0.0,0.01719244297939031,nan,0.0,0.0,0.0,-0.40708481810235453,0.2690554864411234,0.7632705125834084,0.42344919495396915,-0.004049163864626845,-0.0013788101090755204,-0.0026354471705114374,-8.325845849999999,0.6864655000000001,5.1582979
1788965049.830499,0.089,10.0,0.0,10,0,190,,,,,,,,-0.6753669264776205,0.0,290.0,69.41213018569707,69.41213018569707,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761172,127.87251131166667,121.91499999999999,2,0.00020163999999999997,36.96761172,127.87251131166667,4.0,0.08450808925628663,1.0,0.0,0.14061617851257324,0.0,0.01719244297939031,nan,0.0,0.0,0.0,-0.40709744155933403,0.2690838022190215,0.7632666355039845,0.42342605444826714,-0.0024260076602721182,0.0020245819323134223,0.0007330382858376184,-8.26700595,0.6962721499999999,5.18771785
1788965049.880490,0.139,10.0,0.0,10,0,190,,,,,,,,-0.6753669264776205,0.0,290.0,69.41213018569707,69.41213018569707,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761172,127.87251131166667,121.91499999999999,2,0.00020163999999999997,36.96761172,127.87251131166667,4.0,0.10950651569366456,1.0,0.0,0.1906130313873291,0.0,0.01719244297939031,nan,0.0,0.0,0.0,-0.4070782497898851,0.2690897921611537,0.7632799964441909,0.4234166143774083,0.007086036763096978,0.00968657734856853,0.00020943951023931956,-8.237585999999999,0.55897905,5.08965135
1788965049.930485,0.189,10.0,0.0,10,0,190,,,,,,,,-0.6781475951761355,0.0,290.0,69.4096054076168,69.4096054076168,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761169166667,127.872511335,121.917,2,0.00020163999999999997,36.96761169166667,127.872511335,4.0,0.032768277359008786,1.0,0.0,0.03713655471801758,0.0,0.03321365557607139,nan,0.0,0.0,0.0,-0.4070573668568077,0.26910155798031327,0.7633010913752833,0.4233911849406785,0.007435102613495843,0.009721483933608416,-0.0011693705988362008,-8.34545915,0.6472389,5.12887795
1788965049.980482,0.239,10.0,0.0,10,0,190,,,,,,,,-0.6781475951761355,0.0,290.0,69.4096054076168,69.4096054076168,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,171,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761169166667,127.872511335,121.917,2,0.00020163999999999997,36.96761169166667,127.872511335,4.0,0.05776276988983154,1.0,0.0,0.08712553977966309,0.0,0.03321365557607139,nan,0.0,0.0,0.0,-0.4070578821673593,0.26911765727413417,0.7632974485184035,0.4233870241209583,-0.0077492618788548235,-0.002949606435870417,0.0024434609527920616,-8.3356525,0.63743225,5.1190713
1788965050.030497,0.289,10.0,0.0,10,0,190,,,,,,,,-0.6781475951761355,0.0,290.0,69.4096054076168,69.4096054076168,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,171,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761169166667,127.872511335,121.917,2,0.00020163999999999997,36.96761169166667,127.872511335,4.0,0.08276203079223633,1.0,0.0,0.13712406158447266,0.0,0.03321365557607139,nan,0.0,0.0,0.0,-0.4070583762630179,0.2690609187597863,0.763294250396698,0.42342837366147057,-0.0021467549799530253,0.0032288591161895096,0.002478367537831948,-8.46313895,0.6864655000000001,5.28578435
1788965050.080497,0.339,10.0,0.0,10,0,190,,,,,,,,-0.6781475951761355,0.0,290.0,69.4096054076168,69.4096054076168,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,230,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761169166667,127.872511335,121.917,2,0.00020163999999999997,36.96761169166667,127.872511335,4.0,0.10778179569244385,1.0,0.0,0.1871635913848877,0.0,0.03321365557607139,nan,0.0,0.0,0.0,-0.40702254230587853,0.26908056357417187,0.7633032067339806,0.42343419199574284,-0.0050789081233034985,-0.010506882097005864,-0.0015533430342749533,-8.3356525,0.63743225,5.26617105
1788965050.130519,0.389,10.0,0.0,10,0,216,,,,,,,,-0.6781475951761355,0.0,290.0,69.4096054076168,69.4096054076168,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761170166667,127.87251133833334,121.918,2,0.00020163999999999997,36.96761170166667,127.87251133833334,4.0,0.027476219367980954,1.0,0.0,0.026552438735961914,0.0,0.027204680974671207,nan,0.0,0.0,0.0,-0.4070043781775923,0.2691187597102195,0.7633092840214133,0.42341642179185984,-0.004345869837465881,-0.002373647782712288,0.0004188790204786391,-8.237585999999999,0.7551120499999999,5.2367511
1788965050.180499,0.439,10.0,0.0,10,0,191,,,,,,,,-0.677001274432365,0.0,290.0,69.40947919284518,69.40947919284518,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761170166667,127.87251133833334,121.918,2,0.00020163999999999997,36.96761170166667,127.87251133833334,4.0,0.0525000373840332,1.0,0.0,0.0766000747680664,0.0,0.027204680974671207,nan,0.0,0.0,0.0,-0.4070526700866006,0.26910866243062254,0.7632937016888252,0.4234045069934202,-0.0042935099599060505,-0.002617993877991494,-0.003682644721708035,-8.2571993,0.67665885,5.0798447
1788965050.230500,0.489,10.0,0.0,10,0,190,,,,,,,,-0.677001274432365,0.0,290.0,69.40947919284518,69.40947919284518,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,175,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.96761170166667,127.87251133833334,121.918,2,0.00020163999999999997,36.96761170166667,127.87251133833334,4.0,0.07747199935913086,1.0,0.0,0.12654399871826172,0.0,0.027204680974671207,nan,0.0,0.0,0.0,-0.40708366035806093,0.2691501897132782,0.763274160362416,0.4233835435746624,-0.00307177948351002,-0.0048520153205442364,-0.007260569688296411,-8.4729456,0.5295591,4.81506515
1788965050.280530,0.539,10.0,0.0,10,0,195,,,,,,,,-0.677001274432365,0.0,290.0,69.40947919284518,69.40947919284518,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,250,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,"🅑 곧게 가는 중(조향 0°) — 헤딩 확정 대기 0/5, 0.0km/h, CTE -0.68m",,,,,,,36.96761170166667,127.87251133833334,121.918,2,0.00020163999999999997,36.96761170166667,127.87251133833334,4.0,0.10248139305114747,1.0,0.0,0.17656278610229492,0.0,0.027204680974671207,nan,0.0,0.0,0.0,-0.40718319315256685,0.26924044610707115,0.76320604002063,0.42335324478521885,0.0064228116473391324,0.008185594191853406,-0.004153883619746504,-8.3748791,0.65704555,4.93274495
1788965050.330563,0.589,10.0,0.0,10,0,191,,,,,,,,-0.6776387791772249,0.0,290.0,69.40878167853299,69.40878167853299,nan,nan,nan,0.0,-9.15967712079995,nan,nan,nan,10.0,10.0,0.0,0.0,0.0,,,,,,,,0,0,0,0.0,-2,172,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_RUN,,,,,,,,,,36.967611695,127.872511345,121.91399999999999,2,0.00020163999999999997,36.967611695,127.872511345,4.0,0.03539791507720947,1.0,0.0,0.042395830154418945,0.0,0.008788808962631414,nan,0.0,0.0,0.0,-0.4073506667551914,0.2693055761082204,0.7631418192407409,0.4232664700836258,-0.031049407392979123,0.021903882112528833,0.023422318561763904,-9.09076455,-0.7256921,8.85540495
