t_rel,t_wall,kind,i,x_m,y_m,cells,ego_y,ego_yaw_deg,target_y,n_ahead,lethal_cells,clusters_all,clusters_rej,lstatus
253.26,1789197718.337,none,-1,,,,,,,,,,,L
253.31,1789197718.386,none,-1,,,,,,,,,,,L
253.36,1789197718.436,cone,0,8.644,-1.873,115,0.0,0.0,0.0,0.0,2574.0,8.0,0.0,L
253.41,1789197718.486,none,-1,,,,-0.1726058419657602,-0.022435753624959864,0.0,0.0,3370.0,7.0,0.0,L
253.46,1789197718.536,none,-1,,,,-0.17567843863405072,0.0332672557647528,0.0,0.0,3375.0,7.0,0.0,L
253.51,1789197718.586,none,-1,,,,-0.17888246384196518,0.11633889670906432,0.0,0.0,2759.0,8.0,0.0,L
253.56,1789197718.636,none,-1,,,,-0.18904134854936894,0.13907619380697409,0.0,0.0,3171.0,6.0,0.0,L
253.61,1789197718.686,none,-1,,,,-0.19458896212477417,0.17028558515776004,0.0,0.0,3340.0,6.0,0.0,L
253.66,1789197718.736,none,-1,,,,-0.20131791849830866,0.22123620908568356,0.0,0.0,2623.0,6.0,0.0,L
253.71,1789197718.786,none,-1,,,,-0.20766617397170553,0.28642821660773804,0.0,0.0,2649.0,6.0,0.0,L
253.76,1789197718.836,none,-1,,,,-0.215475828507521,0.33437298856439823,0.0,0.0,2397.0,5.0,0.0,L
253.81,1789197718.886,none,-1,,,,-0.22859396065946513,0.36808941980538507,0.0,0.0,2278.0,4.0,0.0,L
253.86,1789197718.936,none,-1,,,,-0.23675198414995,0.402685216152513,0.0,0.0,2210.0,3.0,0.0,L
253.91,1789197718.986,none,-1,,,,-0.24367342677275033,0.4031711964458604,0.0,0.0,2534.0,5.0,0.0,L
253.96,1789197719.036,none,-1,,,,-0.2514935482794257,0.4128680561906478,0.0,0.0,2578.0,6.0,0.0,L
254.01,1789197719.086,none,-1,,,,-0.24158182186453167,0.43833558146908796,0.0,0.0,2474.0,4.0,0.0,L
254.06,1789197719.136,none,-1,,,,-0.25020600372998897,0.45467396316160014,0.0,0.0,2546.0,5.0,0.0,L
254.11,1789197719.186,none,-1,,,,-0.2579665453053354,0.5051131307333753,0.0,0.0,2420.0,4.0,0.0,L
254.16,1789197719.236,none,-1,,,,-0.2655642804128,0.6355312380298871,0.0,0.0,2519.0,4.0,0.0,L
254.21,1789197719.286,none,-1,,,,-0.2719279589900841,0.7811167850532209,0.0,0.0,2704.0,5.0,0.0,L
254.26,1789197719.336,none,-1,,,,-0.28063185876506486,0.8770480216680279,0.0,0.0,2573.0,5.0,0.0,L
254.31,1789197719.386,none,-1,,,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,0,0.000,0.000,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,1,0.123,0.000,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,2,0.243,0.000,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,3,0.363,-0.000,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,4,0.483,-0.001,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,5,0.607,-0.000,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,6,0.734,0.001,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,7,0.859,0.003,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,8,0.989,0.008,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,9,1.126,0.016,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,10,1.251,0.027,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,11,1.370,0.042,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,12,1.488,0.061,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,13,1.606,0.085,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,14,1.724,0.114,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,15,1.839,0.147,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,16,1.961,0.188,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,17,2.084,0.235,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,18,2.196,0.283,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,19,2.307,0.337,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.31,1789197719.386,path,20,2.420,0.397,,-0.2862295018343619,0.9535036917667002,0.0,0.0,2619.0,3.0,0.0,L
254.36,1789197719.436,none,-1,,,,-0.2917918232146545,1.0502854808563509,0.0,0.0,2868.0,4.0,0.0,L
254.41,1789197719.486,none,-1,,,,-0.2834207791458791,1.145108373838224,0.0,0.0,2963.0,6.0,0.0,L
254.46,1789197719.536,none,-1,,,,-0.2845586355864504,1.2344090059499564,0.0,0.0,2864.0,4.0,0.0,L
254.51,1789197719.586,none,-1,,,,-0.28755587937699695,1.3115589553260831,0.0,0.0,2763.0,1.0,0.0,L
254.56,1789197719.636,none,-1,,,,-0.2919010350611594,1.4128802802513978,0.0,0.0,2807.0,1.0,0.0,L
254.61,1789197719.686,none,-1,,,,-0.30359266687621717,1.4903570718572499,0.0,0.0,3027.0,2.0,0.0,L
254.66,1789197719.736,none,-1,,,,-0.30559990915101903,1.5886335469354522,0.0,0.0,3039.0,2.0,0.0,L
254.71,1789197719.786,none,-1,,,,-0.30756719386958103,1.6918122358826688,0.0,0.0,3039.0,2.0,0.0,L
254.76,1789197719.836,none,-1,,,,-0.3096571555472168,1.7626625812487438,0.0,0.0,3109.0,2.0,0.0,L
254.81,1789197719.886,none,-1,,,,-0.312286564038229,1.8624447132919872,0.0,0.0,3202.0,2.0,0.0,L
254.86,1789197719.936,none,-1,,,,-0.31461912207150616,1.9978613072937614,0.0,0.0,3211.0,1.0,0.0,L
254.91,1789197719.986,none,-1,,,,-0.31881249910919296,2.1155693030803033,0.0,0.0,3228.0,1.0,0.0,L
254.96,1789197720.036,none,-1,,,,-0.32293855860573734,2.233997777390276,0.0,0.0,3282.0,1.0,0.0,L
255.01,1789197720.086,none,-1,,,,-0.31911766612984366,2.336479308521237,0.0,0.0,3491.0,3.0,0.0,L
255.06,1789197720.136,none,-1,,,,-0.3224527527408013,2.4609389836272144,0.0,0.0,3680.0,3.0,0.0,L
255.11,1789197720.186,none,-1,,,,-0.32459926678323847,2.620540845651006,0.0,0.0,3464.0,1.0,0.0,L
255.16,1789197720.236,none,-1,,,,-0.3266498073217156,2.7690119730475646,0.0,0.0,3467.0,1.0,0.0,L
255.21,1789197720.286,none,-1,,,,-0.3250844287819944,2.9031960167637,0.0,0.0,3506.0,1.0,0.0,L
255.26,1789197720.336,none,-1,,,,-0.32656727249610135,3.0276804845189083,0.0,0.0,3547.0,1.0,0.0,L
255.31,1789197720.386,none,-1,,,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,0,0.000,0.000,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,1,0.130,0.001,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,2,0.261,0.004,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,3,0.402,0.008,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,4,0.538,0.013,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,5,0.668,0.016,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,6,0.793,0.019,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,7,0.920,0.021,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,8,1.046,0.023,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,9,1.174,0.027,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,10,1.302,0.034,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,11,1.431,0.044,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,12,1.562,0.059,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,13,1.686,0.077,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,14,1.813,0.101,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,15,1.941,0.131,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,16,2.069,0.165,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,17,2.192,0.203,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,18,2.314,0.246,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,19,2.439,0.295,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.31,1789197720.386,path,20,2.566,0.352,,-0.3274155105246753,3.1621553145714927,0.0,0.0,3620.0,1.0,0.0,L
255.36,1789197720.436,none,-1,,,,-0.32809112273213487,3.2744343941256604,0.0,0.0,3659.0,1.0,0.0,L
255.41,1789197720.486,none,-1,,,,-0.3338324018155076,3.4152150117717435,0.0,0.0,3663.0,1.0,0.0,L
255.46,1789197720.536,none,-1,,,,-0.33555530430330566,3.570104651525849,0.0,0.0,3663.0,1.0,0.0,L
255.51,1789197720.586,none,-1,,,,-0.3371368144823074,3.703336431342128,0.0,0.0,3783.0,1.0,0.0,L
255.56,1789197720.636,none,-1,,,,-0.33860750293954356,3.8401143840120637,0.0,0.0,3783.0,1.0,0.0,L
255.61,1789197720.688,none,-1,,,,-0.3281129950723467,3.9255660849662375,0.0,0.0,3917.0,1.0,0.0,L
255.66,1789197720.736,none,-1,,,,-0.3281129950723467,3.9255660849662375,0.0,0.0,3917.0,1.0,0.0,L
255.71,1789197720.786,none,-1,,,,-0.32984689213801666,3.9385514368726757,0.0,0.0,4016.0,2.0,0.0,L
255.76,1789197720.836,none,-1,,,,-0.33157359227903005,3.9734301305089805,0.0,0.0,4006.0,2.0,0.0,L
255.81,1789197720.886,none,-1,,,,-0.3265179362131046,4.0327299411205635,0.0,0.0,3952.0,1.0,0.0,L
255.86,1789197720.936,none,-1,,,,-0.3269185874543072,4.064892873189159,0.0,0.0,3993.0,1.0,0.0,L
255.91,1789197720.986,none,-1,,,,-0.32660979110106253,4.080451722402059,0.0,0.0,4040.0,1.0,0.0,L
255.96,1789197721.036,none,-1,,,,-0.32396542900410463,4.105150848368161,0.0,0.0,4028.0,1.0,0.0,L
256.01,1789197721.086,none,-1,,,,-0.3403488789234664,4.141436220141839,0.0,0.0,4097.0,1.0,0.0,L
256.06,1789197721.136,none,-1,,,,-0.3428383629197628,4.154705917014701,0.0,0.0,4225.0,2.0,0.0,L
256.11,1789197721.186,none,-1,,,,-0.34620747326977663,4.178084573573065,0.0,0.0,4332.0,3.0,0.0,L
256.16,1789197721.236,none,-1,,,,-0.3495388064734602,4.196505204501336,0.0,0.0,4374.0,3.0,0.0,L
256.21,1789197721.286,none,-1,,,,-0.3387573871922609,4.215189190006949,0.0,0.0,4466.0,4.0,0.0,L
256.26,1789197721.336,none,-1,,,,-0.33551861674065814,4.219487870356065,0.0,0.0,4451.0,4.0,0.0,L
256.31,1789197721.387,none,-1,,,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,0,0.000,0.000,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,1,0.127,0.001,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,2,0.256,0.003,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,3,0.392,0.005,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,4,0.522,0.006,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,5,0.646,0.006,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,6,0.777,0.005,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,7,0.902,0.004,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,8,1.027,0.004,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,9,1.155,0.005,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,10,1.285,0.008,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,11,1.410,0.016,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,12,1.536,0.028,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,13,1.661,0.044,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,14,1.788,0.065,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
256.31,1789197721.387,path,15,1.909,0.091,,-0.3331823723754325,4.252829981072682,0.0,0.0,4288.0,2.0,0.0,L
