t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,encoder_sum,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,drive_cmd,drive_event,tl_state,tl_near_metric,tl_red_far,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1787051884.223397,0.021,0.0,0.0,0,0,39.369089726130525,-20.579263197755136,0.0,0.0,0.0,75.0,0.0,-0.34741031208790524,0.0,0.0,0.0,23.854048101879858,nan,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-6,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,MAP_START | STOP | route_20260818_201649.csv | DRIVE_START,✅ E-STOP 해제 — 자율주행 가능 | ✅ E-STOP 해제 — 자율주행 가능 | ✅ E-STOP 해제 — 자율주행 가능 | prompt 에서 1)매핑 또는 2)주행 선택 — 스위치는 취소·정리만 한다 | 주행모드 최초 인식: 수동조종 | 🚨 E-STOP — 자율주행 진입 금지(매핑은 가능) | 🚨 E-STOP — 자율주행 진입 금지(매핑은 가능) | 🚨 E-STOP — 자율주행 진입 금지(매핑은 가능) | 🚨 E-STOP — 자율주행 진입 금지(매핑은 가능) | ✅ E-STOP 해제 — 자율주행 가능 | ✅ E-STOP 해제 — 자율주행 가능 | ✅ E-STOP 해제 — 자율주행 가능 | ✅ E-STOP 해제 — 자율주행 가능 | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → RTK_FLOAT (σ=2.16m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → RTK_FLOAT (σ=2.16m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → RTK_FLOAT (σ=2.16m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → RTK_FLOAT (σ=2.16m) | 📶 GPS 품질 ↗ 회복 : RTK_FLOAT → RTK_FIXED (σ=0.01m) | 📶 GPS 품질 ↗ 회복 : RTK_FLOAT → RTK_FIXED (σ=0.01m) | 📶 GPS 품질 ↗ 회복 : RTK_FLOAT → RTK_FIXED (σ=0.01m) | 📶 GPS 품질 ↗ 회복 : RTK_FLOAT → RTK_FIXED (σ=0.01m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → DGPS (σ=0.05m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → DGPS (σ=0.05m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → DGPS (σ=0.05m) | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → DGPS (σ=0.05m) | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🛑 정지 명령 | 🛑 정지 명령 | 🛑 정지 명령 | 🛑 정지 명령 | 📁 경로 선택: route_20260818_201649.csv (WP 75개) — 스위치를 자율로 올리면 출발 | 📁 경로 선택: route_20260818_201649.csv (WP 75개) — 스위치를 자율로 올리면 출발 | 📁 경로 선택: route_20260818_201649.csv (WP 75개) — 스위치를 자율로 올리면 출발 | 📁 경로 선택: route_20260818_201649.csv (WP 75개) — 스위치를 자율로 올리면 출발 | ▶ 주행 시작(prompt) [route_20260818_201649.csv] | ▶ 주행 시작(prompt) [route_20260818_201649.csv] | ▶ 주행 시작(prompt) [route_20260818_201649.csv] | ▶ 주행 시작(prompt) [route_20260818_201649.csv] | ⚠️ 출발 GPS : DGPS σ=0.09m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다 | ⚠️ 출발 GPS : DGPS σ=0.09m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다 | ⚠️ 출발 GPS : DGPS σ=0.09m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다 | ⚠️ 출발 GPS : DGPS σ=0.09m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다,UNKNOWN,0.0,False,-1.0,False,36.967426743333334,127.87305748833333,120.451,1,0.0028090000000000007,36.967426743333334,127.87305748833333,2.0,0.11468496608734131,0.0,0.0,0.12336993217468262,0.0,0.10090409001558465,22.61697297466004,0.0,9.0,0.0,-0.01666574807767578,0.015495023709055884,-0.9582436470152158,0.28504608405702714,-0.0021467549799530253,0.014765485471872028,-0.0038222710618675817,-0.02941995,-0.29419949999999995,9.81645665
1787051884.273331,0.071,0.0,0.0,0,0,39.369089726130525,-20.579263197755136,0.0,0.0,0.0,75.0,0.0,-0.34741031208790524,0.0,0.0,0.0,23.854048101879858,nan,0.0,-0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-4,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.967426743333334,127.87305748833333,120.451,1,0.0028090000000000007,36.967426743333334,127.87305748833333,2.0,0.13963749694824218,0.0,0.0,0.17327499389648438,0.0,0.10090409001558465,22.61697297466004,0.0,9.0,0.0,-0.016838398117039653,0.015408235635393687,-0.9582679872256209,0.2849588027803554,-0.0004537856055185257,0.003926990816987242,-0.00312413936106985,0.7649187,-0.34323275000000003,9.894909849999998
1787051884.323395,0.121,0.0,0.0,0,0,39.37472269108898,-20.5787066006506,0.0,0.0,0.0,75.0,0.0,-0.349054118623579,0.0,0.0,0.0,23.85954879593302,nan,0.0,-0.17900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-3,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742674833333,127.87305755166666,120.45,1,0.0028090000000000007,36.96742674833333,127.87305755166666,2.0,0.0662046937942505,0.0,0.0,0.026409387588500977,0.0,0.12571938531004134,22.61697297466004,0.0,9.0,0.0,-0.01676523516944476,0.01550370214680916,-0.9582873390283515,0.2848928534860386,0.003909537524467298,0.03590142271352336,-0.007609635538695277,-0.0784532,-0.30400615,9.79684335
1787051884.373286,0.171,0.0,0.0,0,0,39.37472269108898,-20.5787066006506,0.0,0.0,0.0,75.0,0.0,-0.349054118623579,0.0,0.0,0.0,23.85954879593302,nan,0.0,-0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-3,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742674833333,127.87305755166666,120.45,1,0.0028090000000000007,36.96742674833333,127.87305755166666,2.0,0.09117176818847657,0.0,0.0,0.07634353637695312,0.0,0.12571938531004134,22.61697297466004,0.0,9.0,0.0,-0.01684817465562989,0.01547953737142091,-0.9582992797599065,0.2848491062741544,0.0003316125578789226,0.004485496177625427,-0.0037175513067479217,0.4118793,-0.4216859499999999,9.914523149999999
1787051884.423274,0.221,0.0,0.0,0,0,39.37472269108898,-20.5787066006506,0.0,0.0,0.0,75.0,0.0,-0.349054118623579,0.0,0.0,0.0,23.85954879593302,nan,0.0,-0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-2,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742674833333,127.87305755166666,120.45,1,0.0028090000000000007,36.96742674833333,127.87305755166666,2.0,0.11615767765045167,0.0,0.0,0.12631535530090332,0.0,0.12571938531004134,22.61697297466004,0.0,9.0,0.0,-0.016789237768585024,0.01549740432774719,-0.9583070799717793,0.2848253718161604,0.009546951008408983,0.0059515727493006645,0.0030368728984701333,-0.02941995,-0.3334261,9.81645665
1787051884.473313,0.271,0.0,0.0,0,0,39.37472269108898,-20.5787066006506,0.0,0.0,0.0,75.0,0.0,-0.349054118623579,0.0,0.0,0.0,23.85954879593302,nan,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-1,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742674833333,127.87305755166666,120.45,1,0.0028090000000000007,36.96742674833333,127.87305755166666,2.0,0.14117720413208007,0.0,0.0,0.17635440826416016,0.0,0.12571938531004134,22.61697297466004,0.0,9.0,0.0,-0.01679638241397995,0.01549623415280486,-0.95832939832251,0.28474991233659896,0.0007330382858376184,-0.009616764178488757,-0.0013264502315156904,0.48052585,-0.20593965,9.855683249999998
1787051884.523243,0.321,0.0,0.0,0,0,39.375167399214725,-20.58148958775521,0.0,0.0,0.0,75.0,0.0,-0.34641117746291245,0.0,0.0,0.0,23.860376545497353,nan,0.0,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-1,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742672333333,127.87305755666667,120.437,1,0.0028090000000000007,36.96742672333333,127.87305755666667,2.0,0.06687882232666016,0.0,0.0,0.027757644653320312,0.0,0.05856158260825514,22.61697297466004,0.0,9.0,0.0,-0.01670955145293026,0.015566747594429785,-0.9583094193109363,0.284818405513951,-0.015498523757709647,-0.0009250245035569946,0.013072516097437528,0.14709974999999997,-0.44129925,9.7870367
1787051884.573254,0.371,0.0,0.0,0,0,39.375167399214725,-20.58148958775521,0.0,0.0,0.0,75.0,0.0,-0.34641117746291245,0.0,0.0,0.0,23.860376545497353,nan,0.0,0.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-1,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742672333333,127.87305755666667,120.437,1,0.0028090000000000007,36.96742672333333,127.87305755666667,2.0,0.09188702392578126,0.0,0.0,0.0777740478515625,0.0,0.05856158260825514,22.61697297466004,0.0,9.0,0.0,-0.01684116755832194,0.015609063784816198,-0.9582976253931436,0.28484801801819926,0.0073129295658562405,0.0016231562043547264,-0.0023387411976724015,0.38245935,-0.44129925,9.7281968
1787051884.623430,0.421,0.0,0.0,0,0,39.375167399214725,-20.58148958775521,0.0,0.0,0.0,75.0,0.0,-0.34641117746291245,0.0,0.0,0.0,23.860376545497353,nan,0.0,-0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-1,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742672333333,127.87305755666667,120.437,1,0.0028090000000000007,36.96742672333333,127.87305755666667,2.0,0.11692037868499756,0.0,0.0,0.12784075736999512,0.0,0.05856158260825514,22.61697297466004,0.0,9.0,0.0,-0.016813277563288376,0.015581912700098248,-0.9583206359503543,0.28477372843346116,0.0028448866807507574,-0.0019373154697137059,-0.005253441048502932,0.196133,-0.35303939999999995,9.855683249999998
1787051884.673538,0.471,0.0,0.0,0,0,39.375167399214725,-20.58148958775521,0.0,0.0,0.0,75.0,0.0,-0.34641117746291245,0.0,0.0,0.0,23.860376545497353,nan,0.0,-0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,-1,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,False,36.96742672333333,127.87305755666667,120.437,1,0.0028090000000000007,36.96742672333333,127.87305755666667,2.0,0.1419606475830078,0.0,0.0,0.17792129516601562,0.0,0.05856158260825514,22.61697297466004,0.0,9.0,0.0,-0.016779158110461805,0.015528350133127177,-0.9583216832997871,0.2847751420203488,-0.0031066860685499066,-0.0008726646259971648,-0.001064650843716541,0.30400615,-0.3138128,9.875296549999998
