t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,lidar_zone,rejoin,encoder_sum,encoder_l,encoder_r,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,cone_stop,cone_dist_m,aeb_stop,ld_y,ld_yaw_deg,ld_road_deg,ld_pot_deg,ld_pulse,ld_avg_cost,ld_gps_ref,ld_obs_x,ld_obs_y,ld_target_y,ld_n_cones,ld_lethal_cells,ld_clusters_all,ld_clusters_rej,lstatus,drive_cmd,drive_event,tl_permit,tl_req,tl_state,tl_near_metric,tl_red_far,sl_bev_y,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1789284610.872197,0.018,0.0,0.0,0,0,182,0.7809211317109006,1.6362109819053765,0.0,0.0,0.0,1632.0,1.0,0.07934732025289888,0.0,0.0,0.0,5.168731187292306,62.57986700133169,0.0143056263929509,-0.22837980925092474,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-4,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,route_20260913_161721.csv | DRIVE_START,📁 경로 선택: route_20260913_161721.csv (WP 1632개) — 스위치를 자율로 올리면 출발 | ⏸️ 일시정지 지점 없음 (terrain 열에 'S' 가 없다) | 🚦 신호등 구간 없음 (terrain 열에 'T' 가 없다) — ★이 경로에서는 신호등 개입이 전혀 없다★ | 🛰️ 라이다 구간 없음 — 전 구간 GPS 추종 (terrain 열에 'L' 이 없다) | ▶ 주행 시작(prompt) [route_20260913_161721.csv] | 📶 출발 GPS : RTK_FIXED σ=0.012m,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895325833333,126.772974075,29.119999999999997,2,0.00013455999999999999,37.23895325833333,126.772974075,4.0,0.0116,1.0,1.0,0.0,0.0,0.016201805878870365,62.57986700133169,0.0,0.0,0.0,0.270506820981625,0.40730574497100736,-0.434639098229361,0.7563180179041061,-0.007557275661135447,-0.0032288591161895096,-0.0046251225177849735,-8.404299049999999,0.5687857,5.12887795
1789284610.922217,0.068,0.0,0.0,0,0,176,0.7809211317109006,1.6362109819053765,0.0,0.0,0.0,1632.0,1.0,0.07934732025289888,0.0,0.0,0.0,5.168731187292306,62.57986700133169,0.0143056263929509,0.5195789503675771,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-4,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895325833333,126.772974075,29.119999999999997,2,0.00013455999999999999,37.23895325833333,126.772974075,4.0,0.04829607639312744,1.0,0.0,0.07339215278625488,0.0,0.016201805878870365,62.57986700133169,0.0,0.0,0.0,0.2704934234699121,0.4072959147568649,-0.4346388525279871,0.7563282445836927,0.00012217304763960306,0.0003141592653589793,0.008447393579652554,-8.1983594,0.6080123,4.922938299999999
1789284610.972215,0.118,0.0,0.0,0,0,182,0.7809211317109006,1.6362109819053765,0.0,0.0,0.0,1632.0,1.0,0.07934732025289888,0.0,0.0,0.0,5.168731187292306,62.57986700133169,0.0143056263929509,0.07442979246684193,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-3,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895325833333,126.772974075,29.119999999999997,2,0.00013455999999999999,37.23895325833333,126.772974075,4.0,0.07331286106109619,1.0,0.0,0.12342572212219238,0.0,0.016201805878870365,62.57986700133169,0.0,0.0,0.0,0.270466825080144,0.4072936702580958,-0.43463149834951487,0.756343191508466,-0.006126105674500096,-0.0030543261909900766,0.0006806784082777885,-8.1787461,0.9022117999999999,4.89351835
1789284611.022195,0.168,0.0,0.0,0,0,179,0.7809211317109006,1.6362109819053765,0.0,0.0,0.0,1632.0,1.0,0.07934732025289888,0.0,0.0,0.0,5.168731187292306,62.57986700133169,0.0143056263929509,0.04334293288190825,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-3,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895325833333,126.772974075,29.119999999999997,2,0.00013455999999999999,37.23895325833333,126.772974075,4.0,0.09829912815093994,1.0,0.0,0.17339825630187988,0.0,0.016201805878870365,62.57986700133169,0.0,0.0,0.0,0.2704600691993234,0.407306634932728,-0.4346196891636842,0.75634541176617,0.007853981633974483,0.00445058959258554,0.00013962634015954637,-7.87473995,0.7060787999999999,5.3152043
1789284611.072220,0.218,0.0,0.0,0,0,182,0.7787055438615751,1.636767579800882,0.0,0.0,0.0,1632.0,1.0,0.08157380649010186,0.0,0.0,0.0,5.166502716178091,62.57986700133169,0.0143056263929509,-0.5784977529838555,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238953263333336,126.77297405,29.116,2,0.00013455999999999999,37.238953263333336,126.77297405,4.0,0.0116,1.0,1.0,0.0,0.0,0.01903596956540704,62.57986700133169,0.0,0.0,0.0,0.27043249431835453,0.4073328322062905,-0.4345779233764296,0.7563651620331183,0.009651670763528642,0.0075223690760955605,-0.010733774899765127,-8.306232549999999,0.63743225,5.3544309
1789284611.122219,0.268,0.0,0.0,0,0,182,0.7787055438615751,1.636767579800882,0.0,0.0,0.0,1632.0,1.0,0.08157380649010186,0.0,0.0,0.0,5.166502716178091,62.57986700133169,0.0143056263929509,-0.11826075747788786,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238953263333336,126.77297405,29.116,2,0.00013455999999999999,37.238953263333336,126.77297405,4.0,0.042006951904296874,1.0,0.0,0.06081390380859375,0.0,0.01903596956540704,62.57986700133169,0.0,0.0,0.0,0.2704482818380685,0.4073471966519727,-0.43461814346117544,0.756328670357654,0.0029321531433504737,0.006230825429619756,-0.0027052603405912107,-8.208166049999999,0.53936575,4.618932149999999
1789284611.172190,0.318,0.0,0.0,0,0,182,0.7787055438615751,1.636767579800882,0.0,0.0,0.0,1632.0,1.0,0.08157380649010186,0.0,0.0,0.0,5.166502716178091,62.57986700133169,0.0143056263929509,-0.08808423596293208,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238953263333336,126.77297405,29.116,2,0.00013455999999999999,37.238953263333336,126.77297405,4.0,0.0670201602935791,1.0,0.0,0.1108403205871582,0.0,0.01903596956540704,62.57986700133169,0.0,0.0,0.0,0.2704326567706272,0.40731953015212397,-0.43464710159238024,0.7563325165467739,-0.0009599310885968813,-0.01022762941668677,-0.002181661564992912,-8.24739265,0.7060787999999999,4.962164899999999
1789284611.222188,0.368,0.0,0.0,0,0,182,0.7787055438615751,1.636767579800882,0.0,0.0,0.0,1632.0,1.0,0.08157380649010186,0.0,0.0,0.0,5.166502716178091,62.57986700133169,0.0143056263929509,0.3492159325089938,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895329166667,126.7729741,29.105999999999998,2,0.00013455999999999999,37.23895329166667,126.7729741,4.0,0.0116,1.0,1.0,0.0,0.0,0.03906898445422149,62.57986700133169,0.0,0.0,0.0,0.2704516809989163,0.4073540079111825,-0.43461648831689015,0.7563247375080703,0.004485496177625427,-0.0021642082724729686,0.005462880558742251,-8.325845849999999,0.5883989999999999,4.9817782
1789284611.272228,0.418,0.0,0.0,0,0,182,0.7831367208196427,1.639921631905506,0.0,0.0,0.0,1632.0,1.0,0.07906040973493869,0.0,0.0,0.0,5.170857048856064,62.57986700133169,0.0143056263929509,0.008199500643975798,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895329166667,126.7729741,29.105999999999998,2,0.00013455999999999999,37.23895329166667,126.7729741,4.0,0.024181467628479003,1.0,0.0,0.025162935256958008,0.0,0.03906898445422149,62.57986700133169,0.0,0.0,0.0,0.2704534087977248,0.4073686406012536,-0.4346385584087488,0.7563035553722738,0.005881759579220891,-0.010471975511965976,-0.0004886921905584122,-8.2964259,0.5099457999999999,5.0210048
1789284611.322220,0.468,0.0,0.0,0,0,182,0.7831367208196427,1.639921631905506,0.0,0.0,0.0,1632.0,1.0,0.07906040973493869,0.0,0.0,0.0,5.170857048856064,62.57986700133169,0.0143056263929509,0.3993991016426878,0.0,60.1680803148387,1.2435846898359215,0.0018426697345798415,1.1072212777123682,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23895329166667,126.7729741,29.105999999999998,2,0.00013455999999999999,37.23895329166667,126.7729741,4.0,0.04918251667022705,1.0,0.0,0.0751650333404541,0.0,0.03906898445422149,62.57986700133169,0.0,0.0,0.0,0.27046921210246916,0.4072982044332436,-0.43467147397268996,0.7563169227807444,0.0030892327760299633,-0.006440264939859076,0.006352998477259359,-8.18855275,0.7453053999999999,4.9425516
