t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,lidar_zone,rejoin,encoder_sum,encoder_l,encoder_r,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,cone_stop,cone_dist_m,aeb_stop,ld_y,ld_yaw_deg,ld_road_deg,ld_pot_deg,ld_pulse,ld_avg_cost,ld_gps_ref,ld_obs_x,ld_obs_y,ld_target_y,ld_n_cones,ld_lethal_cells,ld_clusters_all,ld_clusters_rej,lstatus,drive_cmd,drive_event,tl_permit,tl_req,tl_state,tl_near_metric,tl_red_far,sl_bev_y,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1789278027.651242,0.001,0.0,0.0,0,0,216,-11.498178214914942,8.198866029527505,0.0,0.0,0.0,3230.0,1.0,-0.16906061846339637,2.418424186220058,79.0,4.021903058301988,5.615067404129629,-115.61609081440919,5.158185389190504,0.22499715513474183,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,route_20200101_111113.csv | DRIVE_START,"📁 경로 선택: route_20200101_111113.csv (WP 3230개) — 스위치를 자율로 올리면 출발 | ⏸️ 일시정지 지점 1곳 — WP 2507 (terrain 열의 'S') | 🚦 신호등 구간 5곳 / WP 521개 (647~752, 923~997, 1442~1572, 1676~1780, 2019~2122) — terrain 열의 'T'. 이 구간에서만 빨간불 2단이 유효하다 | 🛞 라이다 구간 1곳 / WP 110개 (2780~2889) — terrain 열의 'L' | ▶ 주행 시작(prompt) [route_20200101_111113.csv] | ⚠️ 이 경로에는 차량 한계보다 급한 코너가 있다 — 요구 55.2° > 가능 31.7° (R≈0.87m < 2.02m). 더 넓게 다시 매핑할 것을 권한다 | 📶 출발 GPS : RTK_FIXED σ=0.011m",False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23893449166667,126.77296590333333,29.128999999999998,2,0.00011664000000000001,37.23893449166667,126.77296590333333,4.0,0.039596434402465824,1.0,0.0,0.05759286880493164,0.0,0.004323991368047687,-115.61609081440919,0.0,0.0,0.0,0.2275322218946429,0.4343860642457974,-0.3515761033799163,0.7974534962748157,-0.0070685834705770355,0.010629055144645466,-0.002234021442552742,-8.394492399999999,0.55897905,5.2367511
1789278027.701348,0.051,0.0,0.0,0,0,217,-11.498178214914942,8.198866029527505,0.0,0.0,0.0,3230.0,1.0,-0.16906061846339637,2.418424186220058,79.0,4.021903058301988,5.615067404129629,-115.61609081440919,5.158185389190504,0.21463611341140673,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23893449166667,126.77296590333333,29.128999999999998,2,0.00011664000000000001,37.23893449166667,126.77296590333333,4.0,0.06459819869995118,1.0,0.0,0.10759639739990234,0.0,0.004323991368047687,-115.61609081440919,0.0,0.0,0.0,0.22753909491623256,0.4343756816227487,-0.35156780586226877,0.7974608488074283,-0.004799655442984407,-0.004537856055185257,0.005654866776461628,-8.3552658,0.5491724,5.1386845999999995
1789278027.751325,0.101,0.0,0.0,0,0,217,-11.498178214914942,8.198866029527505,0.0,0.0,0.0,3230.0,1.0,-0.16906061846339637,2.418424186220058,79.0,4.021903058301988,5.615067404129629,-115.61609081440919,5.158185389190504,-0.3386851588154161,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.23893449166667,126.77296590333333,29.128999999999998,2,0.00011664000000000001,37.23893449166667,126.77296590333333,4.0,0.0895961483001709,1.0,0.0,0.1575922966003418,0.0,0.004323991368047687,-115.61609081440919,0.0,0.0,0.0,0.22753359953832628,0.4343433480704779,-0.35159985170409014,0.7974658998036983,-0.0073129295658562405,-0.006352998477259359,-0.004014257279586958,-8.34545915,0.53936575,5.28578435
1789278027.801315,0.151,0.0,0.0,0,0,217,-11.497735096384423,8.200535821632078,0.0,0.0,0.0,3230.0,1.0,-0.17071459129861669,2.418424186220058,79.0,4.021903058301988,5.614473001539949,-115.61609081440919,5.158185389190504,0.17995421150221474,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934506666666,126.77296590833333,29.122,2,0.00011664000000000001,37.238934506666666,126.77296590833333,4.0,0.0108,1.0,1.0,0.0,0.0,0.009651329758542828,-115.61609081440919,0.0,0.0,0.0,0.2275008847917156,0.43432238718115324,-0.35162686700246637,0.797474738041451,0.005654866776461628,-0.005009094953223725,0.005044001538263612,-8.433719,0.5982056499999999,5.1975245
1789278027.851452,0.202,0.0,0.0,0,0,217,-11.497735096384423,8.200535821632078,0.0,0.0,0.0,3230.0,1.0,-0.17071459129861669,2.418424186220058,79.0,4.021903058301988,5.614473001539949,-115.61609081440919,5.158185389190504,-0.05194169692078967,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934506666666,126.77296590833333,29.122,2,0.00011664000000000001,37.238934506666666,126.77296590833333,4.0,0.044496293830871586,1.0,0.0,0.06739258766174316,0.0,0.009651329758542828,-115.61609081440919,0.0,0.0,0.0,0.22750632431390894,0.434351290253439,-0.35164862596743135,0.7974478496475899,0.0046251225177849735,0.0027925268031909274,0.0009948376736367678,-8.26700595,0.5883989999999999,5.16810455
1789278027.901360,0.251,0.0,0.0,0,0,216,-11.497735096384423,8.200535821632078,0.0,0.0,0.0,3230.0,1.0,-0.17071459129861669,2.418424186220058,79.0,4.021903058301988,5.614473001539949,-115.61609081440919,5.158185389190504,-0.14564981352694809,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934506666666,126.77296590833333,29.122,2,0.00011664000000000001,37.238934506666666,126.77296590833333,4.0,0.06950413780212403,1.0,0.0,0.11740827560424805,0.0,0.009651329758542828,-115.61609081440919,0.0,0.0,0.0,0.22750525510099512,0.4343677268733612,-0.3516525447456213,0.7974374737408751,-0.00736528944341607,-0.0011519173063162576,-0.0006457718232379018,-8.3356525,0.5982056499999999,5.1779112
1789278027.951420,0.302,0.0,0.0,0,0,217,-11.497735096384423,8.200535821632078,0.0,0.0,0.0,3230.0,1.0,-0.17071459129861669,2.418424186220058,79.0,4.021903058301988,5.614473001539949,-115.61609081440919,5.158185389190504,-0.5944585138998941,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934515,126.772965925,29.125,2,0.00011664000000000001,37.238934515,126.772965925,4.0,0.0108,1.0,1.0,0.0,0.0,0.030184352591552045,-115.61609081440919,0.0,0.0,0.0,0.22749504006267002,0.4343645625848327,-0.35163983593154646,0.7974477157177179,0.0027401669256310974,0.0013439035240356337,-0.008499753457212385,-8.2571993,0.57859235,5.2171378
1789278028.001375,0.352,0.0,0.0,0,0,217,-11.496258036295258,8.201463483736623,0.0,0.0,0.0,3230.0,1.0,-0.1722799213037143,2.418424186220058,79.0,4.021903058301988,5.615151681187025,-115.61609081440919,5.158185389190504,-0.1391795968720944,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934515,126.772965925,29.125,2,0.00011664000000000001,37.238934515,126.772965925,4.0,0.0108,1.0,1.0,0.0,0.0,0.030184352591552045,-115.61609081440919,0.0,0.0,0.0,0.22752619028640425,0.4343619497549822,-0.3516101104155086,0.7974533588821349,-0.0036302848441482054,0.006597344572538566,-0.0005585053606381855,-8.42391235,0.5491724,5.1386845999999995
1789278028.051316,0.401,0.0,0.0,0,0,217,-11.496258036295258,8.201463483736623,0.0,0.0,0.0,3230.0,1.0,-0.1722799213037143,2.418424186220058,79.0,4.021903058301988,5.615151681187025,-115.61609081440919,5.158185389190504,0.4349487623216498,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934515,126.772965925,29.125,2,0.00011664000000000001,37.238934515,126.772965925,4.0,0.04699885444641114,1.0,0.0,0.07239770889282227,0.0,0.030184352591552045,-115.61609081440919,0.0,0.0,0.0,0.22753578229186353,0.4343660165787505,-0.35161269269448986,0.7974472683221558,-0.0029146998508305304,0.005026548245743669,0.00947713783832921,-8.3552658,0.7158854499999999,5.1582979
1789278028.101331,0.451,0.0,0.0,0,0,216,-11.496258036295258,8.201463483736623,0.0,0.0,0.0,3230.0,1.0,-0.1722799213037143,2.418424186220058,79.0,4.021903058301988,5.615151681187025,-115.61609081440919,5.158185389190504,0.09875086479700648,0.0,62.35502936477158,1.0548876436376229,0.003034088078551316,1.0861688592997456,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,5.004751475664006,3.213596104297622,,,0,0,0,0.0,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,,,,,,0,,,False,0,UNKNOWN,0.0,False,-9999.0,-1.0,-1.0,False,37.238934515,126.772965925,29.125,2,0.00011664000000000001,37.238934515,126.772965925,4.0,0.07200395660400391,1.0,0.0,0.12240791320800781,0.0,0.030184352591552045,-115.61609081440919,0.0,0.0,0.0,0.22749557479444704,0.4343563442400127,-0.35163787644796946,0.7974529036341635,-0.0027052603405912107,-0.00736528944341607,0.003612831551628262,-8.3552658,0.5982056499999999,5.26617105
