t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,lidar_zone,rejoin,encoder_sum,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,lstatus,drive_cmd,drive_event,tl_state,tl_near_metric,tl_red_far,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1788871001.505215,0.017,0.0,0.0,0,,189,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.0,-4,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,route_20260908_213404.csv | DRIVE_START,주행모드 최초 인식: 수동조종 | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.23m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → SPS (σ=9.36m) | 📶 GPS 품질 ↘ 저하 : SPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → SPS (σ=74.92m) | 📶 GPS 품질 ↗ 회복 : SPS → DGPS (σ=0.36m) | 📶 GPS 품질 ↘ 저하 : DGPS → SPS (σ=13.52m) | 📶 GPS 품질 ↗ 회복 : SPS → DGPS (σ=0.14m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.33m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → SPS (σ=14.24m) | 📶 GPS 품질 ↗ 회복 : SPS → DGPS (σ=0.36m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.69m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.69m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.20m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.62m) | 📁 경로 선택: route_20260908_213404.csv (WP 144개) — 스위치를 자율로 올리면 출발 | ⏸️ 일시정지 지점 없음 (terrain 열에 'S' 가 없다) | 🛰️ 라이다 구간 없음 — 전 구간 GPS 추종 (terrain 열에 'L' 이 없다) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.24m) | 📶 GPS 품질 ↘ 저하 : DGPS → NO_FIX (σ=nanm) | 📶 GPS 품질 ↗ 회복 : NO_FIX → DGPS (σ=0.18m) | ▶ 주행 시작(prompt) [route_20260908_213404.csv] | ⚠️ 출발 GPS : DGPS σ=0.25m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다,,,,-1.0,-1.0,False,36.96804235333333,127.873525595,-3.543000000000003,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.27502279281616215,1.0,0.0,0.20004558563232422,0.0,nan,113.57983952290928,0.0,240.0,0.0,-0.18594292043803154,0.44509145324194466,0.38917195180703157,0.7847700430805544,-0.0023911010752322315,0.009354964790689606,-0.0029321531433504737,-8.0806796,0.57859235,5.1582979
1788871001.555198,0.067,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.0,-3,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96804235333333,127.873525595,-3.543000000000003,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.3000674724578858,1.0,0.0,0.2501349449157715,0.0,nan,113.57983952290928,0.0,240.0,0.0,-0.18599474286199705,0.44529058234210206,0.38913669202278656,0.784662276286234,0.0030543261909900766,-0.0019896753472735357,0.003665191429188092,-8.56120545,0.38245935,5.3152043
1788871001.605269,0.117,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.042575836181640625,-2,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96804235333333,127.873525595,-3.543000000000003,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.3250707864761353,1.0,0.0,0.3001415729522705,0.0,nan,113.57983952290928,0.0,240.0,0.0,-0.18597124955293373,0.4450637031292988,0.3892480190627383,0.7847413421964526,-0.013805554383275147,-0.018360863730980347,-0.005864306286700947,-7.83551335,0.7158854499999999,4.834678449999999
1788871001.655216,0.167,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.06690307706594467,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96804235333333,127.873525595,-3.543000000000003,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.3500397682189942,1.0,0.0,0.3500795364379883,0.0,nan,113.57983952290928,0.0,240.0,0.0,-0.18608567102884382,0.4452987201459371,0.38919406746366253,0.7846076412610481,0.00736528944341607,0.02701769682087222,-0.0005759586531581288,-8.2768126,0.5197524499999999,5.746696899999999
1788871001.705232,0.217,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.03434539958834648,-1,169,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96808707,127.87349353833334,-4.202000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.37502508163452153,1.0,0.0,0.40005016326904297,0.0,nan,113.57983952290928,0.0,241.0,0.0,-0.18600955091854754,0.445169461400767,0.3891565382334223,0.7847176475353477,-0.005881759579220891,-0.011728612573401895,-0.004572762640225144,-8.3356525,0.5197524499999999,5.0013914999999995
1788871001.755234,0.267,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.06502081453800201,-1,169,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96808707,127.87349353833334,-4.202000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.4000519990921021,1.0,0.0,0.4501039981842041,0.0,nan,113.57983952290928,0.0,241.0,0.0,-0.18602428245081093,0.44526680659090034,0.3891486233659678,0.7846628487569517,-0.013055062804917585,0.00809832772925369,0.01403244718603441,-8.227779349999999,0.6472389,5.3740442
1788871001.805261,0.317,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.026994120329618454,-1,169,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96808707,127.87349353833334,-4.202000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.4250637769699097,1.0,0.0,0.5001275539398193,0.0,nan,113.57983952290928,0.0,241.0,0.0,-0.1860256179949933,0.44516756349594516,0.38925852919394366,0.7846643277927398,-0.003839724354387525,-0.00926769832808989,0.0019024088846738192,-8.3356525,0.36284605,5.12887795
1788871001.855216,0.367,0.0,0.0,0,,188,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.028350526466965675,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96808707,127.87349353833334,-4.202000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.45006101131439213,1.0,0.0,0.5501220226287842,0.0,nan,113.57983952290928,0.0,241.0,0.0,-0.18603772484584527,0.4452102426386568,0.38920153692904247,0.784665513729182,0.0026005405854715507,0.010733774899765127,-0.0004886921905584122,-8.2571993,0.4903325,5.26617105
1788871001.905226,0.417,0.0,0.0,0,,189,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.05676731839776039,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96812272,127.8734692,-4.682000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.47503619194030766,1.0,0.0,0.6000723838806152,0.0,nan,113.57983952290928,0.0,242.0,0.0,-0.1860375637446777,0.44527877505940244,0.3891704658212969,0.784642075018908,-0.006841690667817772,-0.01022762941668677,0.0046251225177849735,-8.24739265,0.5883989999999999,5.3936575
1788871001.955230,0.467,0.0,0.0,0,,189,123.480775197861,-80.39957456283452,0.0,0.0,0.0,144.0,1.0,37.686951094863254,0.0,0.0,0.0,57.50351145709313,nan,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0.04904249683022499,-1,168,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,0,,,,,,-1.0,-1.0,False,36.96812272,127.8734692,-4.682000000000002,1,0.030625000000000006,36.968014456666666,127.873541965,2.0,0.500061321258545,1.0,0.0,0.6501226425170898,0.0,nan,113.57983952290928,0.0,242.0,0.0,-0.1859618239007269,0.4450960641461604,0.3892618353017137,0.7847183681491428,-0.0045553093477052,0.01579522973054868,-0.0006981317007977319,-8.227779349999999,0.5883989999999999,5.1190713
