t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,lidar_zone,rejoin,encoder_sum,encoder_l,encoder_r,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,cone_stop,cone_dist_m,aeb_stop,ld_y,ld_yaw_deg,ld_road_deg,ld_pot_deg,ld_pulse,ld_avg_cost,ld_gps_ref,ld_obs_x,ld_obs_y,lstatus,drive_cmd,drive_event,tl_permit,tl_req,tl_state,tl_near_metric,tl_red_far,sl_bev_y,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1789050487.390571,0.024,0.0,0.0,0,0,185,0.007560025846129039,-0.018738781314195905,0.0,0.0,0.0,107.0,1.0,-0.3903132688979697,0.0,0.0,0.0,39.26765281844931,nan,0.0,-0.3201549275700731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,route_20260910_102050.csv | DRIVE_START,white1 driving 준비 — 경로 폴더 /home/mad1/gold/gold_ws/src/white1/gps_data | prompt 에서 1)매핑 또는 2)주행 선택 — 스위치는 취소·정리만 한다 | 주행모드 최초 인식: 수동조종 | 📶 GPS 품질 ↘ 저하 : RTK_FIXED → RTK_FLOAT (σ=2.32m) | 📁 경로 선택: route_20260910_102050.csv (WP 107개) — 스위치를 자율로 올리면 출발 | ⏸️ 일시정지 지점 없음 (terrain 열에 'S' 가 없다) | 🚦 신호등 구간 없음 (terrain 열에 'T' 가 없다) — ★이 경로에서는 신호등 개입이 전혀 없다★ | 🛞 라이다 구간 1곳 / WP 32개 (49~80) — terrain 열의 'L' | ▶ 주행 시작(prompt) [route_20260910_102050.csv] | ⚠️ 출발 GPS : RTK_FLOAT σ=2.32m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671575,127.87358792333333,117.85900000000001,2,5.3824,36.967671575,127.87358792333333,3.0,2.368180341720581,1.0,0.0,0.09636068344116211,0.0,0.024400731215446676,nan,0.0,0.0,0.0,0.48216221450188135,0.06547933183984893,-0.8574495562675153,0.16736879776436756,0.009669124056048587,0.004380776422505767,-0.005969026041820607,-8.208166049999999,0.55897905,5.3152043
1789050487.440459,0.074,0.0,0.0,0,0,185,0.007560025846129039,-0.018738781314195905,0.0,0.0,0.0,107.0,1.0,-0.3903132688979697,0.0,0.0,0.0,39.26765281844931,nan,0.0,0.2862713822850671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671575,127.87358792333333,117.85900000000001,2,5.3824,36.967671575,127.87358792333333,3.0,2.3931743574142454,1.0,0.0,0.1463487148284912,0.0,0.024400731215446676,nan,0.0,0.0,0.0,0.4821649449521026,0.06553587642010125,-0.8574453836724156,0.16736017680454682,0.016336281798666925,0.0014835298641951802,0.0046251225177849735,-8.1787461,0.36284605,5.3152043
1789050487.490436,0.124,0.0,0.0,0,0,185,0.007560025846129039,-0.018738781314195905,0.0,0.0,0.0,107.0,1.0,-0.3903132688979697,0.0,0.0,0.0,39.26765281844931,nan,0.0,0.25775483952049694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671583333335,127.87358791833333,117.85600000000001,2,5.3824,36.967671583333335,127.87358791833333,3.0,2.32,1.0,1.0,0.0,0.0,0.028011867837166516,nan,0.0,0.0,0.0,0.48221443753152565,0.06556561811942016,-0.8574111604304296,0.1673812651586696,0.014259339988793671,0.001762782544514273,0.004136430327226561,-8.433719,0.46091255,5.099458
1789050487.540444,0.174,0.0,0.0,0,0,185,0.007115318071670123,-0.017811118418677215,0.0,0.0,0.0,107.0,1.0,-0.38946135192185855,0.0,0.0,0.0,39.26824487114177,nan,0.0,-0.08806867015854401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671583333335,127.87358791833333,117.85600000000001,2,5.3824,36.967671583333335,127.87358791833333,3.0,2.3441750478744505,1.0,0.0,0.04835009574890137,0.0,0.028011867837166516,nan,0.0,0.0,0.0,0.48215432535726016,0.06542746661203414,-0.8574413183164966,0.16745399008588896,0.00937241808320955,0.003141592653589793,-0.0019024088846738192,-8.2768126,0.57859235,5.2759777
1789050487.590416,0.224,0.0,0.0,0,0,185,0.007115318071670123,-0.017811118418677215,0.0,0.0,0.0,107.0,1.0,-0.38946135192185855,0.0,0.0,0.0,39.26824487114177,nan,0.0,0.06280546718177307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671583333335,127.87358791833333,117.85600000000001,2,5.3824,36.967671583333335,127.87358791833333,3.0,2.369189209938049,1.0,0.0,0.09837841987609863,0.0,0.028011867837166516,nan,0.0,0.0,0.0,0.48217389088305035,0.06541571995765189,-0.8574264076819996,0.16747858950523656,0.01174606586592184,0.01329940890019679,0.0007330382858376184,-8.3356525,0.5197524499999999,5.3152043
1789050487.640450,0.274,0.0,0.0,0,0,185,0.007115318071670123,-0.017811118418677215,0.0,0.0,0.0,107.0,1.0,-0.38946135192185855,0.0,0.0,0.0,39.26824487114177,nan,0.0,-0.05807814375259048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.967671583333335,127.87358791833333,117.85600000000001,2,5.3824,36.967671583333335,127.87358791833333,3.0,2.394175715446472,1.0,0.0,0.14835143089294434,0.0,0.028011867837166516,nan,0.0,0.0,0.0,0.48219712683375127,0.06546332321608035,-0.8574002824229934,0.16752683333649335,0.014224433403753785,0.0064228116473391324,-0.0013788101090755204,-8.46313895,0.4216859499999999,5.28578435
1789050487.690439,0.324,0.0,0.0,0,0,185,0.007115318071670123,-0.017811118418677215,0.0,0.0,0.0,107.0,1.0,-0.38946135192185855,0.0,0.0,0.0,39.26824487114177,nan,0.0,-0.3443879874650853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.96767158,127.87358791166666,117.86200000000001,2,5.3824,36.96767158,127.87358791166666,3.0,2.32,1.0,1.0,0.0,0.0,0.010619574780908636,nan,0.0,0.0,0.0,0.48221526892763183,0.06552542940919974,-0.857383310448954,0.16753719431035058,-0.0014835298641951802,0.016318828506146982,-0.006387905062299246,-8.3748791,0.43149259999999995,5.14849125
1789050487.740427,0.374,0.0,0.0,0,0,184,0.00652237479370307,-0.01818218341869018,0.0,0.0,0.0,107.0,1.0,-0.3899158217906619,0.0,0.0,0.0,39.26876825207516,nan,0.0,-0.19699321149015514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.96767158,127.87358791166666,117.86200000000001,2,5.3824,36.96767158,127.87358791166666,3.0,2.3435785245895384,1.0,0.0,0.04715704917907715,0.0,0.010619574780908636,nan,0.0,0.0,0.0,0.4822431382139101,0.06554544435125192,-0.8573627087374184,0.16755457629331827,0.012007865253720986,0.003525565089028546,-0.0038222710618675817,-8.414105699999999,0.4707192,5.26617105
1789050487.790473,0.424,0.0,0.0,0,0,185,0.00652237479370307,-0.01818218341869018,0.0,0.0,0.0,107.0,1.0,-0.3899158217906619,0.0,0.0,0.0,39.26876825207516,nan,0.0,-0.17264722506717484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.96767158,127.87358791166666,117.86200000000001,2,5.3824,36.96767158,127.87358791166666,3.0,2.3685888719558714,1.0,0.0,0.09717774391174316,0.0,0.010619574780908636,nan,0.0,0.0,0.0,0.4822018542658529,0.06559790993384854,-0.8573743465329733,0.16759330494396465,0.014346606451393388,0.012688543661998775,-0.003403392041388943,-8.316039199999999,0.50013915,5.30539765
1789050487.840503,0.474,0.0,0.0,0,0,185,0.00652237479370307,-0.01818218341869018,0.0,0.0,0.0,107.0,1.0,-0.3899158217906619,0.0,0.0,0.0,39.26876825207516,nan,0.0,0.6260980693829595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,,,0,0,0,0.0,-2,170,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,,,,,,,,,,,0,,,False,0,,,,-9999.0,-1.0,-1.0,False,36.96767158,127.87358791166666,117.86200000000001,2,5.3824,36.96767158,127.87358791166666,3.0,2.3935979080200194,1.0,0.0,0.14719581604003906,0.0,0.010619574780908636,nan,0.0,0.0,0.0,0.48217917544793254,0.06563583328483404,-0.8573781283817388,0.16762435719782473,0.019024088846738195,-0.0062482787221397,0.010559241974565694,-8.394492399999999,0.4118793,5.1386845999999995
