t_rel,t_wall,kind,i,x_m,y_m,cells,ego_y,ego_yaw_deg,target_y,n_ahead,lethal_cells,clusters_all,clusters_rej,lstatus
244.50,1789278272.151,none,-1,,,,-0.2650079626370654,10.530701033513228,0.0,0.0,3482.0,1.0,0.0,L
244.55,1789278272.201,none,-1,,,,-0.2422539704100039,11.051463558466404,0.0,0.0,3418.0,1.0,0.0,L
244.60,1789278272.251,none,-1,,,,-0.2179497786933108,11.435097231845623,0.0,0.0,3592.0,2.0,0.0,L
244.65,1789278272.301,none,-1,,,,-0.19704143875351499,11.662936118752187,0.0,0.0,4209.0,3.0,0.0,L
244.70,1789278272.351,none,-1,,,,-0.17410490868860967,11.662936118752187,0.0,0.0,4309.0,3.0,0.0,L
244.75,1789278272.401,none,-1,,,,-0.1396967934016926,11.662936118752187,0.0,0.0,4344.0,3.0,0.0,L
244.80,1789278272.451,none,-1,,,,-0.11165080019556396,11.662936118752187,0.0,0.0,4678.0,3.0,0.0,L
244.85,1789278272.501,none,-1,,,,-0.08036416384017366,11.55228322684758,0.0,0.0,5477.0,6.0,0.0,L
244.90,1789278272.551,none,-1,,,,-0.05957957555498874,11.201481996357169,0.0,0.0,5587.0,7.0,0.0,L
244.95,1789278272.602,none,-1,,,,-0.011741126620750587,10.763071950509223,0.0,0.0,5587.0,7.0,0.0,L
245.00,1789278272.651,none,-1,,,,0.024451031931489887,10.188313053672825,0.0,0.0,5898.0,6.0,0.0,L
245.05,1789278272.701,none,-1,,,,0.034894230527913454,9.52481649197268,0.0,0.0,5965.0,5.0,0.0,L
245.10,1789278272.751,none,-1,,,,0.05084247030564793,8.753413563751995,0.0,0.0,5778.0,5.0,0.0,L
245.15,1789278272.801,none,-1,,,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,0,0.000,0.000,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,1,0.132,0.000,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,2,0.263,0.002,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,3,0.394,0.003,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,4,0.525,0.003,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,5,0.660,0.002,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,6,0.792,-0.003,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,7,0.923,-0.011,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,8,1.051,-0.022,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,9,1.178,-0.036,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,10,1.307,-0.052,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,11,1.436,-0.072,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,12,1.565,-0.093,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,13,1.697,-0.119,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,14,1.830,-0.146,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,15,1.960,-0.176,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,16,2.088,-0.208,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,17,2.217,-0.241,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,18,2.348,-0.275,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,19,2.479,-0.310,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.15,1789278272.801,path,20,2.612,-0.346,,0.07861032204269658,7.926426370577577,0.0,0.0,6072.0,6.0,0.0,L
245.20,1789278272.852,none,-1,,,,0.10532561138946815,6.983283856529409,0.0,0.0,6454.0,6.0,0.0,L
245.25,1789278272.902,none,-1,,,,0.08682693716313611,5.9415776803565885,0.0,0.0,6231.0,6.0,0.0,L
245.30,1789278272.951,none,-1,,,,0.09639592711675005,4.831477971805728,0.0,0.0,5411.0,4.0,0.0,L
245.35,1789278273.001,none,-1,,,,0.10428866151404333,3.7365341188841277,0.0,0.0,5553.0,5.0,0.0,L
245.40,1789278273.051,none,-1,,,,0.11162183184083796,2.692134096716191,0.0,0.0,5465.0,6.0,0.0,L
245.45,1789278273.102,none,-1,,,,0.07423672119715694,1.6417742364592454,0.0,0.0,5431.0,5.0,0.0,L
245.50,1789278273.151,none,-1,,,,0.07039086986626245,0.5471578504019748,0.0,0.0,4929.0,4.0,0.0,L
245.55,1789278273.201,none,-1,,,,0.06261684742046261,-0.5242828743763162,0.0,0.0,4954.0,3.0,0.0,L
245.60,1789278273.251,none,-1,,,,0.05858959381859475,-1.4948983177324635,0.0,0.0,5215.0,4.0,0.0,L
245.65,1789278273.301,none,-1,,,,0.006643164918140247,-2.312344606336278,0.0,0.0,5246.0,5.0,0.0,L
245.70,1789278273.352,none,-1,,,,0.006643164918140247,-3.0373916229718647,0.0,0.0,5021.0,5.0,0.0,L
245.75,1789278273.402,none,-1,,,,-0.02086026763056133,-3.6604850902351966,0.0,0.0,5086.0,3.0,0.0,L
245.80,1789278273.451,none,-1,,,,-0.04382524129826072,-4.22926309878363,0.0,0.0,5356.0,4.0,0.0,L
245.85,1789278273.501,none,-1,,,,-0.10526554151594343,-4.725484880320812,0.0,0.0,5829.0,3.0,0.0,L
245.90,1789278273.551,none,-1,,,,-0.12027541662061234,-5.1012348589447525,0.0,0.0,5561.0,3.0,0.0,L
245.95,1789278273.602,none,-1,,,,-0.14549486096424688,-5.337714840168498,0.0,0.0,5426.0,3.0,0.0,L
246.00,1789278273.651,none,-1,,,,-0.17283467079380616,-5.337714840168498,0.0,0.0,5337.0,3.0,0.0,L
246.05,1789278273.702,cone,0,7.950,2.699,306,-0.21307464414965682,-5.337714840168498,0.075,1.0,5515.0,4.0,0.0,L
246.10,1789278273.752,cone,0,7.950,2.699,306,-0.2287477248076957,-5.337714840168498,0.15,1.0,5515.0,4.0,0.0,L
246.15,1789278273.801,cone,0,7.777,2.688,324,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,0,0.000,0.000,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,1,0.126,0.000,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,2,0.252,0.003,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,3,0.377,0.008,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,4,0.500,0.018,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,5,0.621,0.031,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,6,0.744,0.048,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,7,0.864,0.068,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,8,0.983,0.091,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,9,1.105,0.118,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,10,1.225,0.150,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,11,1.345,0.186,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,12,1.464,0.227,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,13,1.579,0.271,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,14,1.698,0.322,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,15,1.814,0.377,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,16,1.925,0.435,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,17,2.031,0.497,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,18,2.139,0.565,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,19,2.245,0.638,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.15,1789278273.801,path,20,2.345,0.713,,-0.2552749387810375,-5.261427907666667,0.22499999999999998,1.0,5857.0,3.0,0.0,L
246.20,1789278273.852,cone,0,7.528,2.709,305,-0.2820976729971351,-5.0653198538523,0.3,1.0,6021.0,5.0,0.0,L
246.25,1789278273.901,cone,0,7.470,2.322,415,-0.31468902542477944,-4.729922697646993,0.22499999999999998,1.0,6338.0,3.0,0.0,L
246.30,1789278273.951,cone,0,7.271,2.425,470,-0.33092111568163773,-4.259368138626928,0.3,1.0,6654.0,3.0,0.0,L
246.35,1789278274.001,cone,0,7.095,2.756,348,-0.35304800582390755,-3.6853016349915277,0.375,1.0,6536.0,4.0,0.0,L
246.40,1789278274.052,none,-1,,,,-0.3749972550723242,-3.0417139500104566,0.375,0.0,6536.0,4.0,0.0,L
246.45,1789278274.101,cone,0,7.003,2.458,377,-0.38866969072956,-2.279930507970524,0.45,1.0,6679.0,3.0,0.0,L
246.50,1789278274.151,cone,0,7.003,2.458,377,-0.4020478142692277,-1.4193096552344704,0.525,1.0,6679.0,3.0,0.0,L
246.55,1789278274.201,cone,0,6.804,2.327,344,-0.4199850214231603,-0.4420048168079253,0.6,1.0,6804.0,3.0,0.0,L
246.60,1789278274.251,cone,0,6.804,2.327,344,-0.437611871810483,0.6256453447434186,0.6749999999999999,1.0,6804.0,3.0,0.0,L
246.65,1789278274.301,cone,0,6.537,2.099,340,-0.45543673100416576,1.7829305125730008,0.6054549961880855,1.0,6851.0,3.0,0.0,L
246.70,1789278274.351,cone,0,6.405,1.938,290,-0.4304580811992443,3.0446131580507547,0.6045944367128566,1.0,6903.0,3.0,0.0,L
246.75,1789278274.402,cone,0,6.297,1.786,312,-0.44352313119567155,4.384860155778544,0.5782523937342339,1.0,7003.0,3.0,0.0,L
246.80,1789278274.451,cone,0,6.240,1.693,312,-0.4516459535000507,5.79557550898043,0.6230865154051388,1.0,7056.0,2.0,0.0,L
246.85,1789278274.501,none,-1,,,,-0.41202276950880534,7.301945854989188,0.6230865154051388,0.0,7056.0,2.0,0.0,L
246.90,1789278274.552,cone,0,6.071,1.373,330,-0.41151096737331894,8.93498198153203,0.6480046931781542,1.0,7365.0,2.0,0.0,L
246.95,1789278274.601,cone,0,5.936,1.060,338,-0.40931050271305613,10.638009950106863,0.5730046931781543,1.0,7311.0,2.0,0.0,L
247.00,1789278274.651,cone,0,5.871,1.002,325,-0.4054306248252788,12.311262925599095,0.5849734111983163,1.0,7222.0,2.0,0.0,L
247.05,1789278274.701,none,-1,,,,-0.33731299477412807,13.946067667437942,0.5849734111983163,0.0,7222.0,2.0,0.0,L
247.10,1789278274.752,cone,0,5.686,0.696,338,-0.3226702705133436,15.54274136094059,0.6316555219691906,1.0,7682.0,3.0,0.0,L
247.15,1789278274.801,cone,0,5.458,0.221,357,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,0,0.000,0.000,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,1,0.179,0.001,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,2,0.404,0.006,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,3,0.665,0.005,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,4,0.930,-0.012,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,5,1.192,-0.053,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,6,1.449,-0.117,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,7,1.700,-0.203,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,8,1.941,-0.312,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,9,2.173,-0.441,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,10,2.399,-0.580,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,11,2.623,-0.721,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,12,2.852,-0.856,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,13,3.088,-0.977,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,14,3.329,-1.087,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,15,3.575,-1.187,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,16,3.824,-1.276,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,17,4.077,-1.356,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,18,4.331,-1.434,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,19,4.584,-1.512,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.15,1789278274.801,path,20,4.838,-1.590,,-0.30019945149218497,17.133513055584622,0.5566555219691907,1.0,7852.0,3.0,0.0,L
247.20,1789278274.851,cone,0,5.401,0.185,366,-0.27530262593160315,18.66736758417014,0.48165552196919065,1.0,8031.0,4.0,0.0,L
247.25,1789278274.901,cone,0,5.291,0.082,311,-0.17837078963794636,20.059691730669,0.47374264432202695,1.0,8108.0,4.0,0.0,L
247.30,1789278274.951,cone,0,5.182,-0.027,315,-0.1508655295234777,21.281280890221932,0.46424491075581575,1.0,8041.0,5.0,0.0,L
247.35,1789278275.001,cone,0,5.042,-0.126,309,-0.1111711701242242,22.35912737647485,0.4501273082556734,1.0,8388.0,6.0,0.0,L
247.40,1789278275.051,cone,0,4.920,-0.247,300,-0.06969182639463381,23.261115190218913,0.40657695111108794,1.0,8122.0,6.0,0.0,L
247.45,1789278275.101,cone,0,4.798,-0.348,299,0.015101478982366247,24.049206805365216,0.4124978148382621,1.0,8218.0,6.0,0.0,L
247.50,1789278275.151,cone,0,4.647,-0.449,290,0.046799860127984164,24.763243888125377,0.34587536879390934,1.0,8248.0,6.0,0.0,L
247.55,1789278275.201,cone,0,4.543,-0.511,300,0.09828538959795102,25.428016892775936,0.3478912650769004,1.0,8228.0,6.0,0.0,L
247.60,1789278275.252,cone,0,4.424,-0.580,322,0.15080098131306033,26.092703274833745,0.33526869781968816,1.0,8137.0,6.0,0.0,L
247.65,1789278275.301,cone,0,4.283,-0.643,303,0.2042197419817228,26.774831710857132,0.31982304166208153,1.0,8013.0,7.0,0.0,L
247.70,1789278275.351,cone,0,4.226,-0.700,298,0.20609428648272496,27.40285514243579,0.2891043277017804,1.0,8132.0,7.0,0.0,L
247.75,1789278275.401,cone,0,4.052,-0.726,295,0.2815297225616453,27.955325275216403,0.2999874774546092,1.0,8211.0,7.0,0.0,L
247.80,1789278275.451,cone,0,3.959,-0.757,301,0.3342199868233689,28.40066361979832,0.31121498397215186,1.0,8007.0,7.0,0.0,L
247.85,1789278275.501,cone,0,3.771,-0.824,295,0.3920648336027838,28.71922693453237,0.24172212865770404,1.0,7779.0,6.0,0.0,L
247.90,1789278275.551,cone,0,3.654,-0.854,279,0.4285655814797712,28.95284352914542,0.21067284515632534,1.0,7835.0,6.0,0.0,L
247.95,1789278275.601,cone,0,3.546,-0.852,284,0.4822500842799825,29.02562774604181,0.21067284515632534,2.0,7618.0,7.0,0.0,L
247.95,1789278275.601,cone,1,7.603,-5.221,283,0.4822500842799825,29.02562774604181,0.21067284515632534,2.0,7618.0,7.0,0.0,L
248.00,1789278275.652,cone,0,3.460,-0.863,286,0.537492201374985,28.956079048986417,0.21067284515632534,2.0,7731.0,7.0,0.0,L
248.00,1789278275.652,cone,1,7.480,-5.234,270,0.537492201374985,28.956079048986417,0.21067284515632534,2.0,7731.0,7.0,0.0,L
248.05,1789278275.702,cone,0,3.326,-0.866,275,0.5941238642210301,28.702589283917305,0.21067284515632534,2.0,7667.0,8.0,0.0,L
248.05,1789278275.702,cone,1,7.372,-5.232,267,0.5941238642210301,28.702589283917305,0.21067284515632534,2.0,7667.0,8.0,0.0,L
248.10,1789278275.751,cone,0,3.233,-0.836,282,0.6303580162224787,28.286353728825304,0.18590571954752622,2.0,7521.0,8.0,0.0,L
248.10,1789278275.751,cone,1,7.267,-5.205,275,0.6303580162224787,28.286353728825304,0.18590571954752622,2.0,7521.0,8.0,0.0,L
248.15,1789278275.801,cone,0,3.099,-0.866,294,0.6899732810064684,27.72874773872157,0.12580837605045647,2.0,7260.0,7.0,0.0,L
248.15,1789278275.801,cone,1,7.169,-5.183,275,0.6899732810064684,27.72874773872157,0.12580837605045647,2.0,7260.0,7.0,0.0,L
248.15,1789278275.801,path,0,0.000,0.000,,0.6899732810064684,27.72874773872157,0.12580837605045647,2.0,7260.0,7.0,0.0,L
248.20,1789278275.851,cone,0,2.967,-0.839,274,0.7497464180881032,27.026861236554673,0.20080837605045648,2.0,7367.0,7.0,0.0,L
248.20,1789278275.851,cone,1,7.096,-5.101,267,0.7497464180881032,27.026861236554673,0.20080837605045648,2.0,7367.0,7.0,0.0,L
248.25,1789278275.902,cone,0,2.865,-0.833,286,0.7739372797776478,26.17990029341488,0.2758083760504565,2.0,7419.0,7.0,0.0,L
248.25,1789278275.902,cone,1,7.019,-4.971,285,0.7739372797776478,26.17990029341488,0.2758083760504565,2.0,7419.0,7.0,0.0,L
248.30,1789278275.952,cone,0,2.794,-0.775,293,0.8087845289759983,25.20327031833858,0.3508083760504565,2.0,7315.0,7.0,0.0,L
248.30,1789278275.952,cone,1,6.998,-4.919,299,0.8087845289759983,25.20327031833858,0.3508083760504565,2.0,7315.0,7.0,0.0,L
248.35,1789278276.002,cone,0,2.698,-0.747,292,0.85293505939639,24.12030277124064,0.33361694637283046,2.0,7334.0,8.0,0.0,L
248.35,1789278276.002,cone,1,6.990,-4.809,308,0.85293505939639,24.12030277124064,0.33361694637283046,2.0,7334.0,8.0,0.0,L
248.40,1789278276.052,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.45,1789278276.101,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.50,1789278276.152,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.55,1789278276.202,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.60,1789278276.251,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.65,1789278276.301,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.70,1789278276.351,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
248.75,1789278276.401,cone,0,2.611,-0.665,296,0.8963304613095489,22.920366640765177,0.25861694637283045,1.0,7333.0,7.0,0.0,L
