t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,encoder_sum,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,drive_cmd,drive_event,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1786691566.703891,0.049,0.0,0.0,0,0,-1.1415654432573596,-0.28850301338541745,0.0,0.0,0.0,83.0,1.0,-1.1770971828609436,0.0,0.0,0.0,36.296731505237254,-6.7480170142059,0.18616421219555265,-0.255,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-2,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,MAP_START | STOP | route_20260814_161131.csv | DRIVE_START,"white1 driving 준비 — 경로 폴더 /home/mad2/gold/gold_ws/src/white1/gps_data | prompt 에서 1)매핑 또는 2)주행 선택 — 스위치는 취소·정리만 한다 | 주행모드 최초 인식: 수동조종 | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🧭 헤딩 확정 -9.0° (±1.1°, 1.08m, 9점, 잔차 0.4cm) | 🛑 정지 명령 | 📁 경로 선택: route_20260814_161131.csv (WP 83개) — 스위치를 자율로 올리면 출발 | ▶ 주행 시작(prompt) [route_20260814_161131.csv]",36.96756970333333,127.87289810333333,121.859,2,0.000144,0.0006628535473046648,-0.01990810240544738,0.7027422516137432,0.711165631819083,0.0018675022996339325,-0.005026548245743669,-0.00307177948351002,0.0196133,-0.43149259999999995,9.669356899999999
1786691566.753775,0.099,0.0,0.0,0,0,-1.1463089956774801,-0.2896162083854564,0.0,0.0,0.0,83.0,1.0,-1.181969489459244,0.0,0.0,0.0,36.30119309792934,-6.7480170142059,0.18616421219555265,-0.176,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96756970333333,127.87289810333333,121.859,2,0.000144,0.0007307204875569781,-0.020000995904551275,0.7027582586579498,0.7111471409620103,0.011205013797803596,0.020891591146372127,0.01064650843716541,0.5491724,-0.12748644999999997,9.934136449999999
1786691566.803756,0.149,0.0,0.0,0,0,-1.1463089956774801,-0.2896162083854564,0.0,0.0,0.0,83.0,1.0,-1.181969489459244,0.0,0.0,0.0,36.30119309792934,-6.7480170142059,0.18616421219555265,0.61,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96756970333333,127.87289810333333,121.859,2,0.000144,0.0006798082420962689,-0.019877427790859728,0.7026810559355618,0.7112269394183949,-0.005689773361501515,-0.004799655442984407,-0.00019198621771937625,-0.0588399,-0.12748644999999997,9.845876599999999
1786691566.853911,0.199,0.0,0.0,0,0,-1.1463089956774801,-0.2896162083854564,0.0,0.0,0.0,83.0,1.0,-1.181969489459244,0.0,0.0,0.0,36.30119309792934,-6.7480170142059,0.18616421219555265,-0.011,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96756970333333,127.87289810333333,121.859,2,0.000144,0.0006798675136912014,-0.01992676090177968,0.7026920799764266,0.7112146671143181,-0.0043982297150257105,-0.010786134777324957,0.0010122909661567112,0.5982056499999999,-0.3138128,9.7281968
1786691566.903799,0.249,0.0,0.0,0,0,-1.1463089956774801,-0.2896162083854564,0.0,0.0,0.0,83.0,1.0,-1.181969489459244,0.0,0.0,0.0,36.30119309792934,-6.7480170142059,0.18616421219555265,0.058,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569723333334,127.87289815333334,121.857,2,0.000144,0.0005257680375138647,-0.01980868091320241,0.7026767527572189,0.7112332394250286,-0.008045967851693859,-0.008918632477691025,0.006318091892219472,0.0196133,-0.32361945,9.7870367
1786691566.953844,0.299,0.0,0.0,0,0,-1.141861914651649,-0.2873898183853786,0.0,0.0,0.0,83.0,1.0,-1.1771241163345343,0.0,0.0,0.0,36.29722574078349,-6.7480170142059,0.18616421219555265,0.362,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569723333334,127.87289815333334,121.857,2,0.000144,0.0005254671271599804,-0.019771685785009745,0.7026591684880514,0.7112516413093172,0.00757472895365539,-0.001361356816555577,-0.0034557519189487725,0.2745862,-0.2745862,9.69877685
1786691567.003839,0.349,0.0,0.0,0,0,-1.141861914651649,-0.2873898183853786,0.0,0.0,0.0,83.0,1.0,-1.1771241163345343,0.0,0.0,0.0,36.29722574078349,-6.7480170142059,0.18616421219555265,-0.198,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569723333334,127.87289815333334,121.857,2,0.000144,0.0005330538632966186,-0.01976551676023963,0.7027089940209075,0.7112025800873503,0.006178465552059927,0.00027925268031909274,-0.005427973973702365,0.26477955,-0.14709974999999997,9.649743599999999
1786691567.053975,0.399,0.0,0.0,0,0,-1.141861914651649,-0.2873898183853786,0.0,0.0,0.0,83.0,1.0,-1.1771241163345343,0.0,0.0,0.0,36.29722574078349,-6.7480170142059,0.18616421219555265,-0.31100000000000005,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569723333334,127.87289815333334,121.857,2,0.000144,0.0004967204176716342,-0.01976528425311837,0.7027338190557444,0.7111780834380009,0.0017278759594743863,-0.004014257279586958,-0.0,0.28439285,-0.21574629999999997,9.7870367
1786691567.103802,0.449,0.0,0.0,0,0,-1.141861914651649,-0.2873898183853786,0.0,0.0,0.0,83.0,1.0,-1.1771241163345343,0.0,0.0,0.0,36.29722574078349,-6.7480170142059,0.18616421219555265,-0.0,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569753333336,127.87289811666666,121.872,2,0.000144,0.0005131985641557302,-0.019759276889279278,0.7026595133302875,0.7112516544307578,0.0008726646259971648,-0.00312413936106985,-0.0091106186954104,0.25497289999999995,-0.24516625,9.7870367
1786691567.153870,0.499,0.0,0.0,0,0,-1.1451231075724502,-0.28405023338526186,0.0,0.0,0.0,83.0,1.0,-1.179519231836991,0.0,0.0,0.0,36.30104070480633,-6.7480170142059,0.18616421219555265,-0.522,0.0,-9.016830573491086,1.058946844260545,0.003930002710524723,1.0820043672258979,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,-1,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967569753333336,127.87289811666666,121.872,2,0.000144,0.0004918212017831526,-0.019950423087931345,0.7025920718835241,0.7113129545122421,-3.490658503988659e-05,-0.01117010721276371,-0.005585053606381855,0.5099457999999999,-0.32361945,9.738003449999999
