t_rel,t_wall,kind,i,x_m,y_m,cells,ego_y,ego_yaw_deg,target_y,n_ahead,lethal_cells,clusters_all,clusters_rej,lstatus
208.05,1789275373.180,none,-1,,,,0.0,0.0,0.0,0.0,1955.0,4.0,0.0,L
208.10,1789275373.229,none,-1,,,,-0.02271055302882228,-0.10440703131896246,0.0,0.0,1955.0,4.0,0.0,L
208.15,1789275373.280,none,-1,,,,-0.0336170632782865,-0.10440703131896246,0.0,0.0,1959.0,3.0,0.0,L
208.20,1789275373.330,none,-1,,,,-0.03409939950493802,-0.10440703131896246,0.0,0.0,2081.0,3.0,0.0,L
208.25,1789275373.380,none,-1,,,,-0.04462871253797191,-0.10440703131896246,0.0,0.0,2226.0,3.0,0.0,L
208.30,1789275373.429,none,-1,,,,-0.05398984220386619,-0.10440703131896246,0.0,0.0,2226.0,3.0,0.0,L
208.35,1789275373.479,none,-1,,,,-0.06312556749245335,-0.10440703131896246,0.0,0.0,2626.0,5.0,0.0,L
208.40,1789275373.529,none,-1,,,,-0.07257595325666447,-0.10440703131896246,0.0,0.0,2711.0,4.0,0.0,L
208.45,1789275373.579,none,-1,,,,-0.07903162734883896,-0.10440703131896246,0.0,0.0,2385.0,3.0,0.0,L
208.50,1789275373.629,none,-1,,,,-0.08620606622538755,-0.10440703131896246,0.0,0.0,2385.0,3.0,0.0,L
208.55,1789275373.679,none,-1,,,,-0.10386289192584516,-0.10440703131896246,0.0,0.0,2658.0,5.0,0.0,L
208.60,1789275373.730,none,-1,,,,-0.11778495539231007,-0.10440703131896246,0.0,0.0,2655.0,4.0,0.0,L
208.65,1789275373.780,none,-1,,,,-0.1300832626014695,-0.10440703131896246,0.0,0.0,2789.0,3.0,0.0,L
208.70,1789275373.830,none,-1,,,,-0.14173860536455632,-0.10440703131896246,0.0,0.0,3273.0,5.0,0.0,L
208.75,1789275373.880,none,-1,,,,-0.15566821676328413,-0.10440703131896246,0.0,0.0,3454.0,5.0,0.0,L
208.80,1789275373.930,none,-1,,,,-0.16849045032918467,-0.15552484936918995,0.0,0.0,3232.0,3.0,0.0,L
