t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,brake_pot,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,cb_state,cb_v0_ms,cb_v_corner_ms,goal_need_m,encoder_sum,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,drive_cmd,drive_event,tl_state,tl_near_metric,tl_red_far,sl_px,sl_y,sl_wait,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,gps_lat,gps_lon,gps_quality,gps_sigma_m,gps_pos_ok,gps_is_raw,gps_raw_age_s,gps_dr_dist_m,gps_kmh,gps_fix_course_deg,gps_mode,gps_reject_n,gps_resid_m,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1787569475.820443,0.012,0.0,0.0,0,0,181,36.57824579055033,-57.89058799189292,0.0,0.0,0.0,108.0,0.0,1.6367803778488133,0.0,0.0,0.0,42.22135348898671,nan,0.0,-0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,MAP_START | STOP | route_20260824_200204.csv | DRIVE_START,prompt 에서 1)매핑 또는 2)주행 선택 — 스위치는 취소·정리만 한다 | 주행모드 최초 인식: 수동조종 | 🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🛑 정지 명령 | 📁 경로 선택: route_20260824_200204.csv (WP 108개) — 스위치를 자율로 올리면 출발 | ▶ 주행 시작(prompt) [route_20260824_200204.csv] | ⚠️ 이 경로에는 차량 한계보다 급한 코너가 있다 — 요구 67.9° > 가능 31.7° (R≈0.51m < 2.02m). 더 넓게 다시 매핑할 것을 권한다 | ⚠️ 출발 GPS : SPS σ=2.04m — RTK Fixed 가 아니다. 추종오차가 좌표오차에 묻힐 수 있다,UNKNOWN,0.0,False,-1.0,-1.0,False,36.967412941666666,127.87310907166666,123.561,0,4.0,36.967412941666666,127.87310907166666,1.0,2.0623741149902344,0.0,0.0,0.12474822998046875,0.0,0.0067100772911012916,-3.4716565246447773,0.0,0.0,0.0,-0.02223310269696331,0.01575689634899085,-0.7611102824463816,0.6480498031141609,-0.005654866776461628,-0.0020420352248333657,-0.013927727430914751,0.1372931,-0.57859235,9.826263299999999
1787569475.870419,0.062,0.0,0.0,0,0,181,36.576763438074515,-57.895226303997596,0.0,0.0,0.0,108.0,0.0,1.6414980326550528,0.0,0.0,0.0,42.22052475391633,nan,0.0,-0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.9674129,127.873109055,123.572,0,4.0,36.9674129,127.873109055,1.0,2.0,0.0,1.0,0.0,0.0,0.010379213238395784,-3.4716565246447773,0.0,0.0,0.0,-0.022269279011738488,0.015771760122387728,-0.7610986313190095,0.648061883001361,0.0026878070480712674,-0.005044001538263612,-0.0016755160819145565,0.16671305,-0.5491724,9.7674234
1787569475.920444,0.112,0.0,0.0,0,0,181,36.576763438074515,-57.895226303997596,0.0,0.0,0.0,108.0,0.0,1.6414980326550528,0.0,0.0,0.0,42.22052475391633,nan,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.9674129,127.873109055,123.572,0,4.0,36.9674129,127.873109055,1.0,2.0,0.0,1.0,0.0,0.0,0.010379213238395784,-3.4716565246447773,0.0,0.0,0.0,-0.022261333033175866,0.0157209947874928,-0.7610826661935255,0.648082138771184,-0.015690509975429024,-0.005899212871740834,0.0008552113334772215,0.21574629999999997,-0.4118793,9.826263299999999
1787569475.970474,0.162,0.0,0.0,0,0,181,36.576763438074515,-57.895226303997596,0.0,0.0,0.0,108.0,0.0,1.6414980326550528,0.0,0.0,0.0,42.22052475391633,nan,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,167,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.9674129,127.873109055,123.572,0,4.0,36.9674129,127.873109055,1.0,2.037469267845154,0.0,0.0,0.07493853569030762,0.0,0.010379213238395784,-3.4716565246447773,0.0,0.0,0.0,-0.022280542268500535,0.015715931712968388,-0.7610714267982828,0.6480948003477892,-0.006335545184739416,0.008290313946973065,0.0003665191429188092,0.10787314999999999,-0.5295591,9.757616749999999
1787569476.020471,0.212,0.0,0.0,0,0,181,36.576763438074515,-57.895226303997596,0.0,0.0,0.0,108.0,0.0,1.6414980326550528,0.0,0.0,0.0,42.22052475391633,nan,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.9674129,127.873109055,123.572,0,4.0,36.9674129,127.873109055,1.0,2.062453866004944,0.0,0.0,0.1249077320098877,0.0,0.010379213238395784,-3.4716565246447773,0.0,0.0,0.0,-0.022292837535782425,0.015716915243373056,-0.7610713941368495,0.6480943920421068,-0.0008726646259971648,-0.0029321531433504737,0.0029845130209103037,0.17651969999999997,-0.46091255,9.7674234
1787569476.070451,0.262,0.0,0.0,0,0,181,36.576763438074515,-57.895226303997596,0.0,0.0,0.0,108.0,0.0,1.6414980326550528,0.0,0.0,0.0,42.22052475391633,nan,0.0,-0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.9674129,127.873109055,123.572,0,4.0,36.9674129,127.873109055,1.0,2.0874669551849365,0.0,0.0,0.17493391036987305,0.0,0.010379213238395784,-3.4716565246447773,0.0,0.0,0.0,-0.022307699290554456,0.01576163403448079,-0.7610761537077672,0.6480872053221823,-0.007609635538695277,0.0059515727493006645,-0.003525565089028546,0.16671305,-0.48052585,9.81645665
1787569476.120502,0.312,0.0,0.0,0,0,181,36.580469320527996,-57.88910373189287,0.0,0.0,0.0,108.0,0.0,1.6351675789539593,0.0,0.0,0.0,42.22335129678306,nan,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.967412955,127.87310909666667,123.57600000000001,0,4.0,36.967412955,127.87310909666667,1.0,2.0,0.0,1.0,0.0,0.0,0.023126855895692217,-3.4716565246447773,0.0,0.0,0.0,-0.022292452077476866,0.01579754932312189,-0.761075458253271,0.6480876722020952,-0.002181661564992912,-0.0005061454830783556,0.0004363323129985824,0.1372931,-0.5197524499999999,9.757616749999999
1787569476.170428,0.362,0.0,0.0,0,0,181,36.580469320527996,-57.88910373189287,0.0,0.0,0.0,108.0,0.0,1.6351675789539593,0.0,0.0,0.0,42.22335129678306,nan,0.0,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.967412955,127.87310909666667,123.57600000000001,0,4.0,36.967412955,127.87310909666667,1.0,2.0292872190475464,0.0,0.0,0.05857443809509277,0.0,0.023126855895692217,-3.4716565246447773,0.0,0.0,0.0,-0.022283246315603196,0.015759472302811193,-0.7610705634081997,0.6480946639804254,0.0072954762733362976,-0.010716321607245184,0.013543754995475998,0.0980665,-0.44129925,9.757616749999999
1787569476.220447,0.412,0.0,0.0,0,0,181,36.580469320527996,-57.88910373189287,0.0,0.0,0.0,108.0,0.0,1.6351675789539593,0.0,0.0,0.0,42.22335129678306,nan,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.967412955,127.87310909666667,123.57600000000001,0,4.0,36.967412955,127.87310909666667,1.0,2.054312825202942,0.0,0.0,0.10862565040588379,0.0,0.023126855895692217,-3.4716565246447773,0.0,0.0,0.0,-0.022281140810360592,0.015784266048113817,-0.7610757338566021,0.6480880611800729,0.0029845130209103037,0.001239183768915974,0.0023387411976724015,0.10787314999999999,-0.5197524499999999,9.71839015
1787569476.270437,0.462,0.0,0.0,0,0,181,36.58076579051759,-57.89337097899753,0.0,0.0,0.0,108.0,0.0,1.639409917090286,0.0,0.0,0.0,42.224233034686826,nan,0.0,-0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0,166,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,UNKNOWN,0.0,False,-1.0,-1.0,False,36.96741291666667,127.8731091,123.557,0,4.0,36.96741291666667,127.8731091,1.0,2.0,0.0,1.0,0.0,0.0,0.03965763502120118,-3.4716565246447773,0.0,0.0,0.0,-0.022312095502568793,0.015780964742131712,-0.7610870846614306,0.6480737466582458,0.0013788101090755204,-0.004782202150464463,-0.007347836150896127,0.1176798,-0.57859235,9.875296549999998
