latitude,longitude,heading,speed,steer,direction,pitch,terrain,lane_cte,lane_conf,lane_flags
37.23891417,126.77295424,66.08,0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891622,126.77295538,66.08,0.5655,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23891828,126.77295653,66.08,0.6438,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23892033,126.77295767,66.06,0.8482,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23892238,126.77295882,65.99,0.8482,0.00,1,-0.41,0.0,0.0000,0.000,0
37.23892443,126.77295996,65.93,0.8482,0.00,1,-0.42,0.0,0.0000,0.000,0
37.23892648,126.77296112,65.86,0.8482,0.00,1,-0.45,0.0,0.0000,0.000,0
37.23892853,126.77296227,65.80,0.8482,0.00,1,-0.50,0.0,0.0000,0.000,0
37.23893058,126.77296343,65.69,1.1310,0.00,1,-0.53,0.0,0.0000,0.000,0
37.23893263,126.77296459,65.45,0.9526,0.00,1,-0.44,0.0,0.0000,0.000,0
37.23893467,126.77296576,65.21,1.1124,0.00,1,-0.32,0.0,0.0000,0.000,0
37.23893670,126.77296696,64.97,0.8482,0.00,1,-0.18,0.0,0.0000,0.000,0
37.23893873,126.77296816,64.81,0.8482,0.00,1,-0.13,0.0,0.0000,0.000,0
37.23894077,126.77296936,64.53,0.8482,0.00,1,-0.18,0.0,0.0000,0.000,0
37.23894280,126.77297057,64.09,0.8482,0.00,1,-0.25,0.0,0.0000,0.000,0
37.23894481,126.77297181,63.64,1.0581,0.00,1,-0.31,0.0,0.0000,0.000,0
37.23894681,126.77297309,63.20,0.8482,0.00,1,-0.34,0.0,0.0000,0.000,0
37.23894881,126.77297437,63.01,0.8482,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23895081,126.77297565,62.95,0.8482,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23895282,126.77297693,62.89,0.8482,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23895481,126.77297822,62.83,0.8482,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23895681,126.77297952,62.77,0.8482,0.00,1,-0.33,0.0,0.0000,0.000,0
37.23895881,126.77298081,62.74,0.8482,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23896080,126.77298210,62.50,0.9186,0.00,1,-0.25,0.0,0.0000,0.000,0
37.23896280,126.77298339,62.26,0.9652,0.00,1,-0.22,0.0,0.0000,0.000,0
37.23896478,126.77298472,62.02,0.8482,0.00,1,-0.18,0.0,0.0000,0.000,0
37.23896676,126.77298606,61.79,1.1310,0.00,1,-0.10,0.0,0.0000,0.000,0
37.23896874,126.77298739,61.76,0.9508,0.00,1,-0.03,0.0,0.0000,0.000,0
37.23897071,126.77298873,61.70,0.5670,0.00,1,0.02,0.0,0.0000,0.000,0
37.23897269,126.77299006,61.64,0.8482,0.00,1,0.04,0.0,0.0000,0.000,0
37.23897467,126.77299141,61.59,0.8482,0.00,1,0.05,0.0,0.0000,0.000,0
37.23897664,126.77299275,61.54,0.8482,0.00,1,0.11,0.0,0.0000,0.000,0
37.23897862,126.77299410,61.47,0.8482,0.00,1,0.19,0.0,0.0000,0.000,0
37.23898059,126.77299544,61.32,0.8482,0.00,1,0.26,0.0,0.0000,0.000,0
37.23898256,126.77299680,61.17,0.9455,0.00,1,0.31,0.0,0.0000,0.000,0
37.23898452,126.77299817,61.02,1.1310,0.00,1,0.35,0.0,0.0000,0.000,0
37.23898648,126.77299954,60.94,0.8521,0.00,1,0.42,0.0,0.0000,0.000,0
37.23898845,126.77300091,61.16,1.0415,0.00,1,0.45,0.0,0.0000,0.000,0
37.23899041,126.77300228,61.52,0.8482,0.00,1,0.47,0.0,0.0000,0.000,0
37.23899239,126.77300361,61.90,0.8482,0.00,1,0.46,0.0,0.0000,0.000,0
37.23899438,126.77300492,62.26,0.8482,0.00,1,0.45,0.0,0.0000,0.000,0
37.23899637,126.77300622,62.41,0.8482,0.00,1,0.47,0.0,0.0000,0.000,0
37.23899836,126.77300753,62.38,0.8737,0.00,1,0.50,0.0,0.0000,0.000,0
37.23900035,126.77300884,62.32,1.1310,0.00,1,0.56,0.0,0.0000,0.000,0
37.23900234,126.77301015,62.27,0.8926,0.00,1,0.59,0.0,0.0000,0.000,0
37.23900433,126.77301146,62.22,0.8482,0.00,1,0.64,0.0,0.0000,0.000,0
37.23900631,126.77301278,62.24,0.8482,0.00,1,0.65,0.0,0.0000,0.000,0
37.23900830,126.77301409,62.70,0.8482,0.00,1,0.67,0.0,0.0000,0.000,0
37.23901029,126.77301540,63.19,0.8482,0.00,1,0.70,0.0,0.0000,0.000,0
37.23901231,126.77301664,63.68,0.8482,0.00,1,0.72,0.0,0.0000,0.000,0
37.23901433,126.77301787,64.13,0.8826,0.00,1,0.77,0.0,0.0000,0.000,0
37.23901635,126.77301910,64.12,0.9896,0.00,1,0.82,0.0,0.0000,0.000,0
37.23901837,126.77302033,63.96,0.8482,0.00,1,0.79,0.0,0.0000,0.000,0
37.23902039,126.77302156,63.80,0.8482,0.00,1,0.69,0.0,0.0000,0.000,0
37.23902240,126.77302282,63.64,0.8482,0.00,1,0.54,0.0,0.0000,0.000,0
37.23902441,126.77302408,63.51,1.1092,0.00,1,0.38,0.0,0.0000,0.000,0
37.23902642,126.77302534,63.41,0.8482,0.00,1,0.30,0.0,0.0000,0.000,0
37.23902843,126.77302660,63.20,0.8482,0.00,1,0.25,0.0,0.0000,0.000,0
37.23903043,126.77302787,62.98,0.8482,0.00,1,0.25,0.0,0.0000,0.000,0
37.23903243,126.77302917,62.76,0.8482,0.00,1,0.34,0.0,0.0000,0.000,0
37.23903442,126.77303046,62.63,0.8482,0.00,1,0.43,0.0,0.0000,0.000,0
37.23903642,126.77303176,62.57,0.8482,0.00,1,0.53,0.0,0.0000,0.000,0
37.23903841,126.77303306,62.48,0.8482,0.00,1,0.59,0.0,0.0000,0.000,0
37.23904040,126.77303436,62.40,0.6493,0.00,1,0.65,0.0,0.0000,0.000,0
37.23904239,126.77303568,62.31,0.8482,0.00,1,0.78,0.0,0.0000,0.000,0
37.23904438,126.77303699,62.29,0.8482,0.00,1,0.93,0.0,0.0000,0.000,0
37.23904637,126.77303830,62.62,0.8482,0.00,1,1.03,0.0,0.0000,0.000,0
37.23904836,126.77303961,63.04,0.8482,0.00,1,1.10,0.0,0.0000,0.000,0
37.23905037,126.77304086,63.47,0.8482,0.00,1,1.14,0.0,0.0000,0.000,0
37.23905238,126.77304210,63.87,0.8482,0.00,1,1.19,0.0,0.0000,0.000,0
37.23905440,126.77304334,63.99,0.7961,0.00,1,1.24,0.0,0.0000,0.000,0
37.23905642,126.77304458,64.35,0.7619,0.00,1,1.30,0.0,0.0000,0.000,0
37.23905844,126.77304581,64.73,0.8482,0.00,1,1.33,0.0,0.0000,0.000,0
37.23906048,126.77304699,65.11,0.8482,0.00,1,1.35,0.0,0.0000,0.000,0
37.23906253,126.77304816,65.45,0.8482,0.00,1,1.38,0.0,0.0000,0.000,0
37.23906457,126.77304933,65.40,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23906661,126.77305050,65.13,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23906865,126.77305168,64.85,1.0802,0.00,1,1.41,0.0,0.0000,0.000,0
37.23907068,126.77305290,64.57,0.6580,0.00,1,1.43,0.0,0.0000,0.000,0
37.23907270,126.77305412,64.34,0.8482,0.00,1,1.43,0.0,0.0000,0.000,0
37.23907472,126.77305535,64.16,0.7410,0.00,1,1.39,0.0,0.0000,0.000,0
37.23907675,126.77305657,63.76,0.8212,0.00,1,1.38,0.0,0.0000,0.000,0
37.23907876,126.77305782,63.35,0.6800,0.00,1,1.39,0.0,0.0000,0.000,0
37.23908076,126.77305911,62.96,0.8482,0.00,1,1.43,0.0,0.0000,0.000,0
37.23908275,126.77306041,62.71,0.6841,0.00,1,1.43,0.0,0.0000,0.000,0
37.23908475,126.77306170,62.45,0.8482,0.00,1,1.42,0.0,0.0000,0.000,0
37.23908674,126.77306300,62.07,0.8482,0.00,1,1.44,0.0,0.0000,0.000,0
37.23908872,126.77306433,61.67,0.5950,0.00,1,1.49,0.0,0.0000,0.000,0
37.23909069,126.77306569,61.29,0.8482,0.00,1,1.47,0.0,0.0000,0.000,0
37.23909265,126.77306705,61.11,0.6096,0.00,1,1.44,0.0,0.0000,0.000,0
37.23909462,126.77306842,60.89,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23909659,126.77306978,60.62,0.8482,0.00,1,1.44,0.0,0.0000,0.000,0
37.23909854,126.77307118,60.34,0.8482,0.00,1,1.50,0.0,0.0000,0.000,0
37.23910048,126.77307259,60.07,0.8482,0.00,1,1.53,0.0,0.0000,0.000,0
37.23910243,126.77307400,60.04,0.8482,0.00,1,1.55,0.0,0.0000,0.000,0
37.23910437,126.77307541,60.38,0.8482,0.00,1,1.50,0.0,0.0000,0.000,0
37.23910632,126.77307682,60.75,0.8482,0.00,1,1.49,0.0,0.0000,0.000,0
37.23910829,126.77307817,61.11,0.8482,0.00,1,1.46,0.0,0.0000,0.000,0
37.23911026,126.77307951,61.45,0.8482,0.00,1,1.44,0.0,0.0000,0.000,0
37.23911224,126.77308086,61.54,0.8482,0.00,1,1.41,0.0,0.0000,0.000,0
37.23911421,126.77308221,61.79,0.8482,0.00,1,1.25,0.0,0.0000,0.000,0
37.23911619,126.77308354,62.05,0.8482,0.00,1,0.99,0.0,0.0000,0.000,0
37.23911818,126.77308485,62.31,0.8482,0.00,1,0.74,0.0,0.0000,0.000,0
37.23912017,126.77308615,62.51,0.8482,0.00,1,0.55,0.0,0.0000,0.000,0
37.23912216,126.77308745,62.56,0.8482,0.00,1,0.51,0.0,0.0000,0.000,0
37.23912416,126.77308875,62.66,0.8486,0.00,1,0.36,0.0,0.0000,0.000,0
37.23912615,126.77309005,62.77,1.1310,0.00,1,0.18,0.0,0.0000,0.000,0
37.23912815,126.77309133,62.87,0.9505,0.00,1,0.03,0.0,0.0000,0.000,0
37.23913015,126.77309261,62.94,0.8482,0.00,1,-0.11,0.0,0.0000,0.000,0
37.23913215,126.77309390,63.07,0.9118,0.00,1,-0.08,0.0,0.0000,0.000,0
37.23913415,126.77309518,63.27,1.1310,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23913616,126.77309644,63.47,1.1310,0.00,1,-0.11,0.0,0.0000,0.000,0
37.23913817,126.77309769,63.67,0.8482,0.00,1,-0.22,0.0,0.0000,0.000,0
37.23914019,126.77309894,63.74,0.8482,0.00,1,-0.32,0.0,0.0000,0.000,0
37.23914220,126.77310019,63.58,1.0789,0.00,1,-0.34,0.0,0.0000,0.000,0
37.23914422,126.77310143,63.36,0.8810,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23914622,126.77310271,63.14,1.0101,0.00,1,-0.24,0.0,0.0000,0.000,0
37.23914822,126.77310400,62.94,0.8482,0.00,1,-0.22,0.0,0.0000,0.000,0
37.23915022,126.77310528,62.88,0.8482,0.00,1,-0.13,0.0,0.0000,0.000,0
37.23915222,126.77310657,62.78,0.8482,0.00,1,-0.06,0.0,0.0000,0.000,0
37.23915421,126.77310785,62.67,0.8482,0.00,1,0.02,0.0,0.0000,0.000,0
37.23915621,126.77310916,62.57,0.8482,0.00,1,0.07,0.0,0.0000,0.000,0
37.23915820,126.77311046,62.47,0.8482,0.00,1,0.07,0.0,0.0000,0.000,0
37.23916019,126.77311177,62.38,0.8482,0.00,1,0.19,0.0,0.0000,0.000,0
37.23916218,126.77311307,62.10,0.8482,0.00,1,0.21,0.0,0.0000,0.000,0
37.23916417,126.77311439,61.80,0.8482,0.00,1,0.21,0.0,0.0000,0.000,0
37.23916614,126.77311574,61.50,0.9222,0.00,1,0.14,0.0,0.0000,0.000,0
37.23916810,126.77311710,61.28,0.9645,0.00,1,0.03,0.0,0.0000,0.000,0
37.23917007,126.77311845,61.19,1.1027,0.00,1,0.03,0.0,0.0000,0.000,0
37.23917204,126.77311981,61.04,0.8482,0.00,1,0.03,0.0,0.0000,0.000,0
37.23917401,126.77312118,60.88,0.8482,0.00,1,-0.02,0.0,0.0000,0.000,0
37.23917596,126.77312256,60.72,1.0449,0.00,1,-0.12,0.0,0.0000,0.000,0
37.23917792,126.77312395,60.64,0.8699,0.00,1,-0.23,0.0,0.0000,0.000,0
37.23917988,126.77312533,60.78,1.0961,0.00,1,-0.34,0.0,0.0000,0.000,0
37.23918184,126.77312671,61.02,1.0274,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23918380,126.77312807,61.26,1.1328,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23918578,126.77312941,61.50,1.0339,0.00,1,-0.16,0.0,0.0000,0.000,0
37.23918775,126.77313076,61.59,0.9020,0.00,1,-0.05,0.0,0.0000,0.000,0
37.23918973,126.77313210,61.49,1.1200,0.00,1,0.04,0.0,0.0000,0.000,0
37.23919171,126.77313344,61.35,0.8482,0.00,1,0.08,0.0,0.0000,0.000,0
37.23919367,126.77313480,61.21,0.8482,0.00,1,0.14,0.0,0.0000,0.000,0
37.23919564,126.77313616,61.08,0.5955,0.00,1,0.24,0.0,0.0000,0.000,0
37.23919760,126.77313753,61.03,0.5655,0.00,1,0.38,0.0,0.0000,0.000,0
37.23919957,126.77313890,60.77,0.1829,0.00,1,0.59,0.0,0.0000,0.000,0
37.23920153,126.77314027,60.51,0.2827,0.00,1,0.14,0.0,0.0000,0.000,0
37.23920348,126.77314167,60.24,0.2827,0.00,1,0.10,0.0,0.0000,0.000,0
37.23920542,126.77314309,60.00,0.6168,0.00,1,0.03,0.0,0.0000,0.000,0
37.23920737,126.77314450,60.06,0.8482,0.00,1,-0.03,0.0,0.0000,0.000,0
37.23920931,126.77314591,60.33,0.7068,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23921126,126.77314731,60.62,1.1062,0.00,1,-0.08,0.0,0.0000,0.000,0
37.23921323,126.77314867,60.90,0.8482,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23921519,126.77315003,61.12,0.9683,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23921716,126.77315139,61.31,1.1310,0.00,1,-0.08,0.0,0.0000,0.000,0
37.23921913,126.77315275,61.68,1.1310,0.00,1,-0.09,0.0,0.0000,0.000,0
37.23922111,126.77315409,62.06,1.1310,0.00,1,-0.11,0.0,0.0000,0.000,0
37.23922310,126.77315538,62.43,1.1310,0.00,1,-0.12,0.0,0.0000,0.000,0
37.23922510,126.77315668,62.65,1.1310,0.00,1,-0.11,0.0,0.0000,0.000,0
37.23922709,126.77315798,62.69,1.1310,0.00,1,-0.09,0.0,0.0000,0.000,0
37.23922909,126.77315927,62.73,1.1310,0.00,1,-0.09,0.0,0.0000,0.000,0
37.23923108,126.77316056,62.77,1.0420,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23923308,126.77316185,62.81,0.9788,0.00,1,-0.03,0.0,0.0000,0.000,0
37.23923508,126.77316314,62.82,0.9597,0.00,1,0.00,0.0,0.0000,0.000,0
37.23923708,126.77316443,62.68,1.0659,0.00,1,0.03,0.0,0.0000,0.000,0
37.23923907,126.77316572,62.52,0.8551,0.00,1,0.00,0.0,0.0000,0.000,0
37.23924106,126.77316703,62.35,1.1310,0.00,1,-0.10,0.0,0.0000,0.000,0
37.23924305,126.77316835,62.19,1.1310,0.00,1,-0.19,0.0,0.0000,0.000,0
37.23924503,126.77316966,62.15,0.9674,0.00,1,-0.26,0.0,0.0000,0.000,0
37.23924702,126.77317098,62.03,1.0752,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23924900,126.77317230,61.92,1.1057,0.00,1,-0.26,0.0,0.0000,0.000,0
37.23925098,126.77317364,61.80,0.8482,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23925296,126.77317498,61.69,0.8482,0.00,1,-0.39,0.0,0.0000,0.000,0
37.23925494,126.77317631,61.63,1.0996,0.00,1,-0.49,0.0,0.0000,0.000,0
37.23925691,126.77317765,61.43,0.9033,0.00,1,-0.62,0.0,0.0000,0.000,0
37.23925889,126.77317900,61.22,0.9873,0.00,1,-0.71,0.0,0.0000,0.000,0
37.23926085,126.77318037,61.02,0.8482,0.00,1,-0.82,0.0,0.0000,0.000,0
37.23926281,126.77318175,60.87,0.8482,0.00,1,-0.92,0.0,0.0000,0.000,0
37.23926477,126.77318312,60.98,0.8482,0.00,1,-0.98,0.0,0.0000,0.000,0
37.23926673,126.77318449,61.22,0.8482,0.00,1,-0.99,0.0,0.0000,0.000,0
37.23926870,126.77318585,61.47,0.7376,0.00,1,-0.93,0.0,0.0000,0.000,0
37.23927068,126.77318718,61.71,0.5655,0.00,1,-0.87,0.0,0.0000,0.000,0
37.23927266,126.77318851,61.85,0.7321,0.00,1,-0.87,0.0,0.0000,0.000,0
37.23927464,126.77318984,61.82,0.7597,0.00,1,-0.85,0.0,0.0000,0.000,0
37.23927662,126.77319117,61.75,0.5919,0.00,1,-0.81,0.0,0.0000,0.000,0
37.23927860,126.77319251,61.69,0.8482,0.00,1,-0.79,0.0,0.0000,0.000,0
37.23928058,126.77319385,61.63,0.7601,0.00,1,-0.78,0.0,0.0000,0.000,0
37.23928255,126.77319519,61.60,0.6774,0.00,1,-0.74,0.0,0.0000,0.000,0
37.23928453,126.77319653,61.55,0.8482,0.00,1,-0.62,0.0,0.0000,0.000,0
37.23928650,126.77319787,61.50,0.8482,0.00,1,-0.52,0.0,0.0000,0.000,0
37.23928848,126.77319922,61.44,0.8528,0.00,1,-0.46,0.0,0.0000,0.000,0
37.23929045,126.77320057,61.39,1.0140,0.00,1,-0.45,0.0,0.0000,0.000,0
37.23929242,126.77320193,61.38,0.8482,0.00,1,-0.48,0.0,0.0000,0.000,0
37.23929439,126.77320328,61.45,1.0660,0.00,1,-0.52,0.0,0.0000,0.000,0
37.23929636,126.77320463,61.52,0.8482,0.00,1,-0.57,0.0,0.0000,0.000,0
37.23929834,126.77320597,61.59,0.8482,0.00,1,-0.63,0.0,0.0000,0.000,0
37.23930031,126.77320731,61.66,0.8482,0.00,1,-0.63,0.0,0.0000,0.000,0
37.23930229,126.77320864,61.65,0.8482,0.00,1,-0.63,0.0,0.0000,0.000,0
37.23930427,126.77320998,61.62,0.8482,0.00,1,-0.57,0.0,0.0000,0.000,0
37.23930624,126.77321132,61.59,0.8482,0.00,1,-0.56,0.0,0.0000,0.000,0
37.23930822,126.77321267,61.56,0.8482,0.00,1,-0.63,0.0,0.0000,0.000,0
37.23931019,126.77321401,61.54,0.8482,0.00,1,-0.73,0.0,0.0000,0.000,0
37.23931217,126.77321536,61.65,0.8482,0.00,1,-0.84,0.0,0.0000,0.000,0
37.23931414,126.77321670,61.89,0.6307,0.00,1,-0.82,0.0,0.0000,0.000,0
37.23931612,126.77321803,62.14,0.8482,0.00,1,-0.75,0.0,0.0000,0.000,0
37.23931812,126.77321933,62.39,0.8482,0.00,1,-0.67,0.0,0.0000,0.000,0
37.23932011,126.77322063,62.53,0.6313,0.00,1,-0.62,0.0,0.0000,0.000,0
37.23932210,126.77322193,62.68,0.6407,0.00,1,-0.53,0.0,0.0000,0.000,0
37.23932409,126.77322323,62.90,0.6142,0.00,1,-0.45,0.0,0.0000,0.000,0
37.23932610,126.77322451,63.13,0.8482,0.00,1,-0.32,0.0,0.0000,0.000,0
37.23932811,126.77322577,63.35,0.7963,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23933011,126.77322703,63.44,0.7423,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23933212,126.77322829,63.50,0.8482,0.00,1,-0.31,0.0,0.0000,0.000,0
37.23933413,126.77322955,63.58,0.8482,0.00,1,-0.28,0.0,0.0000,0.000,0
