latitude,longitude,heading,speed,steer,direction,pitch,terrain,lane_cte,lane_conf,lane_flags
37.23891417,126.77295424,66.15,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891417,126.77295423,66.14,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891418,126.77295422,66.14,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891415,126.77295424,66.14,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891417,126.77295422,66.14,-0.0000,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23891418,126.77295419,66.15,-0.0000,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23891421,126.77295417,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891423,126.77295419,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891421,126.77295421,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891417,126.77295419,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891422,126.77295421,66.16,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891423,126.77295415,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891423,126.77295416,66.15,-0.0000,0.00,1,-0.27,0.0,0.0000,0.000,0
37.23891422,126.77295416,66.15,-0.0000,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23891421,126.77295420,66.16,-0.0000,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23891422,126.77295417,66.16,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891422,126.77295416,66.16,-0.0000,0.00,1,-0.29,0.0,0.0000,0.000,0
37.23891422,126.77295417,66.17,-0.0000,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23891418,126.77295422,66.17,-0.0000,0.00,1,-0.30,0.0,0.0000,0.000,0
37.23891420,126.77295422,66.17,0.0000,0.00,1,-0.31,0.0,0.0000,0.000,0
37.23891420,126.77295425,66.17,0.2827,0.00,1,-0.32,0.0,0.0000,0.000,0
37.23891426,126.77295428,66.18,0.0000,0.00,1,-0.33,0.0,0.0000,0.000,0
37.23891430,126.77295433,66.19,0.2827,0.00,1,-0.34,0.0,0.0000,0.000,0
37.23891436,126.77295432,66.20,0.0000,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23891448,126.77295442,66.28,0.2827,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23891486,126.77295465,66.34,0.2827,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23891538,126.77295494,66.36,0.5655,0.00,1,-0.39,0.0,0.0000,0.000,0
37.23891611,126.77295537,66.36,0.5655,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23891696,126.77295585,66.31,0.5655,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23891798,126.77295637,66.20,0.5655,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23891904,126.77295697,66.05,0.8482,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23892027,126.77295765,65.90,0.8482,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23892159,126.77295843,65.84,0.8482,0.00,1,-0.41,0.0,0.0000,0.000,0
37.23892293,126.77295918,65.47,0.8482,0.00,1,-0.41,0.0,0.0000,0.000,0
37.23892438,126.77295991,65.50,0.8482,0.00,1,-0.42,0.0,0.0000,0.000,0
37.23892579,126.77296064,65.45,0.8482,0.00,1,-0.44,0.0,0.0000,0.000,0
37.23892722,126.77296147,65.52,0.8482,0.00,1,-0.46,0.0,0.0000,0.000,0
37.23892864,126.77296230,65.53,0.8482,0.00,1,-0.50,0.0,0.0000,0.000,0
37.23893009,126.77296318,65.58,1.1310,0.00,1,-0.54,0.0,0.0000,0.000,0
37.23893166,126.77296408,65.38,1.1310,0.00,1,-0.50,0.0,0.0000,0.000,0
37.23893320,126.77296488,64.90,0.8482,0.00,1,-0.41,0.0,0.0000,0.000,0
37.23893477,126.77296584,64.41,1.1310,0.00,1,-0.31,0.0,0.0000,0.000,0
37.23893634,126.77296664,63.96,0.8482,0.00,1,-0.20,0.0,0.0000,0.000,0
37.23893788,126.77296757,63.74,0.8482,0.00,1,-0.12,0.0,0.0000,0.000,0
37.23893935,126.77296842,63.58,0.8482,0.00,1,-0.13,0.0,0.0000,0.000,0
37.23894084,126.77296937,63.46,0.8482,0.00,1,-0.18,0.0,0.0000,0.000,0
37.23894230,126.77297025,63.38,0.8482,0.00,1,-0.23,0.0,0.0000,0.000,0
37.23894377,126.77297114,63.31,0.8482,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23894518,126.77297204,63.22,1.1310,0.00,1,-0.32,0.0,0.0000,0.000,0
37.23894664,126.77297298,63.01,0.8482,0.00,1,-0.34,0.0,0.0000,0.000,0
37.23894811,126.77297384,62.82,0.8482,0.00,1,-0.35,0.0,0.0000,0.000,0
37.23894964,126.77297487,62.75,0.8482,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23895110,126.77297577,62.78,0.8482,0.00,1,-0.38,0.0,0.0000,0.000,0
37.23895263,126.77297682,62.68,0.8482,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23895423,126.77297783,62.58,0.8482,0.00,1,-0.37,0.0,0.0000,0.000,0
37.23895578,126.77297887,62.42,0.8482,0.00,1,-0.36,0.0,0.0000,0.000,0
37.23895737,126.77297988,62.32,0.8482,0.00,1,-0.31,0.0,0.0000,0.000,0
37.23895891,126.77298087,62.19,0.8482,0.00,1,-0.28,0.0,0.0000,0.000,0
37.23896044,126.77298183,62.03,0.8482,0.00,1,-0.25,0.0,0.0000,0.000,0
37.23896195,126.77298286,61.91,1.1310,0.00,1,-0.24,0.0,0.0000,0.000,0
37.23896341,126.77298377,61.90,0.8482,0.00,1,-0.20,0.0,0.0000,0.000,0
37.23896485,126.77298480,61.84,0.8482,0.00,1,-0.18,0.0,0.0000,0.000,0
37.23896632,126.77298574,61.68,1.1310,0.00,1,-0.12,0.0,0.0000,0.000,0
37.23896778,126.77298676,61.45,1.1310,0.00,1,-0.07,0.0,0.0000,0.000,0
37.23896930,126.77298774,61.28,0.8482,0.00,1,-0.01,0.0,0.0000,0.000,0
37.23897069,126.77298878,60.89,0.5655,0.00,1,0.02,0.0,0.0000,0.000,0
37.23897218,126.77298971,60.77,0.8482,0.00,1,0.03,0.0,0.0000,0.000,0
37.23897360,126.77299074,61.10,0.8482,0.00,1,0.05,0.0,0.0000,0.000,0
37.23897504,126.77299171,61.44,0.8482,0.00,1,0.05,0.0,0.0000,0.000,0
37.23897645,126.77299268,61.33,0.8482,0.00,1,0.10,0.0,0.0000,0.000,0
37.23897785,126.77299357,61.36,0.8482,0.00,1,0.16,0.0,0.0000,0.000,0
37.23897925,126.77299454,61.33,0.8482,0.00,1,0.22,0.0,0.0000,0.000,0
37.23898062,126.77299548,61.27,0.8482,0.00,1,0.26,0.0,0.0000,0.000,0
37.23898205,126.77299643,61.12,0.8482,0.00,1,0.31,0.0,0.0000,0.000,0
37.23898356,126.77299750,60.96,1.1310,0.00,1,0.32,0.0,0.0000,0.000,0
37.23898501,126.77299855,61.16,1.1310,0.00,1,0.37,0.0,0.0000,0.000,0
37.23898651,126.77299957,61.11,0.8482,0.00,1,0.42,0.0,0.0000,0.000,0
37.23898799,126.77300061,60.92,1.1310,0.00,1,0.44,0.0,0.0000,0.000,0
37.23898944,126.77300164,61.83,0.8482,0.00,1,0.47,0.0,0.0000,0.000,0
37.23899094,126.77300265,62.52,0.8482,0.00,1,0.47,0.0,0.0000,0.000,0
37.23899239,126.77300366,62.87,0.8482,0.00,1,0.46,0.0,0.0000,0.000,0
37.23899387,126.77300462,63.00,0.8482,0.00,1,0.45,0.0,0.0000,0.000,0
37.23899532,126.77300556,63.03,0.8482,0.00,1,0.46,0.0,0.0000,0.000,0
37.23899679,126.77300652,63.05,0.8482,0.00,1,0.48,0.0,0.0000,0.000,0
37.23899824,126.77300746,63.13,0.8482,0.00,1,0.50,0.0,0.0000,0.000,0
37.23899970,126.77300842,63.11,1.1310,0.00,1,0.55,0.0,0.0000,0.000,0
37.23900116,126.77300936,63.05,1.1310,0.00,1,0.57,0.0,0.0000,0.000,0
37.23900258,126.77301030,63.03,0.8482,0.00,1,0.59,0.0,0.0000,0.000,0
37.23900402,126.77301127,62.88,0.8482,0.00,1,0.63,0.0,0.0000,0.000,0
37.23900547,126.77301223,62.90,0.8482,0.00,1,0.66,0.0,0.0000,0.000,0
37.23900692,126.77301317,62.86,0.8482,0.00,1,0.64,0.0,0.0000,0.000,0
37.23900838,126.77301415,62.60,0.8482,0.00,1,0.67,0.0,0.0000,0.000,0
37.23900981,126.77301508,63.54,0.8482,0.00,1,0.69,0.0,0.0000,0.000,0
37.23901124,126.77301607,64.54,0.8482,0.00,1,0.71,0.0,0.0000,0.000,0
37.23901273,126.77301690,64.89,0.8482,0.00,1,0.73,0.0,0.0000,0.000,0
37.23901417,126.77301776,65.00,0.8482,0.00,1,0.77,0.0,0.0000,0.000,0
37.23901565,126.77301865,64.93,1.1310,0.00,1,0.81,0.0,0.0000,0.000,0
37.23901710,126.77301953,65.00,0.8482,0.00,1,0.83,0.0,0.0000,0.000,0
37.23901855,126.77302042,64.98,0.8482,0.00,1,0.79,0.0,0.0000,0.000,0
37.23902002,126.77302133,64.82,0.8482,0.00,1,0.71,0.0,0.0000,0.000,0
37.23902147,126.77302222,64.61,0.8482,0.00,1,0.62,0.0,0.0000,0.000,0
37.23902291,126.77302307,64.37,0.8482,0.00,1,0.50,0.0,0.0000,0.000,0
37.23902434,126.77302398,64.14,1.1310,0.00,1,0.38,0.0,0.0000,0.000,0
37.23902575,126.77302484,63.98,0.8482,0.00,1,0.32,0.0,0.0000,0.000,0
37.23902717,126.77302576,63.85,0.8482,0.00,1,0.28,0.0,0.0000,0.000,0
37.23902856,126.77302669,63.70,0.8482,0.00,1,0.25,0.0,0.0000,0.000,0
37.23902998,126.77302756,63.46,0.8482,0.00,1,0.24,0.0,0.0000,0.000,0
37.23903137,126.77302848,63.61,0.8482,0.00,1,0.28,0.0,0.0000,0.000,0
37.23903273,126.77302935,63.53,0.8482,0.00,1,0.35,0.0,0.0000,0.000,0
37.23903413,126.77303028,63.47,0.8482,0.00,1,0.41,0.0,0.0000,0.000,0
37.23903548,126.77303115,63.43,0.8482,0.00,1,0.48,0.0,0.0000,0.000,0
37.23903684,126.77303203,63.36,0.8482,0.00,1,0.55,0.0,0.0000,0.000,0
37.23903818,126.77303291,63.48,0.8482,0.00,1,0.58,0.0,0.0000,0.000,0
37.23903951,126.77303377,63.49,0.8482,0.00,1,0.61,0.0,0.0000,0.000,0
37.23904082,126.77303462,63.53,0.5655,0.00,1,0.67,0.0,0.0000,0.000,0
37.23904215,126.77303549,63.46,0.8482,0.00,1,0.76,0.0,0.0000,0.000,0
37.23904347,126.77303635,63.38,0.8482,0.00,1,0.86,0.0,0.0000,0.000,0
37.23904477,126.77303719,63.28,0.8482,0.00,1,0.95,0.0,0.0000,0.000,0
37.23904607,126.77303806,63.20,0.8482,0.00,1,1.02,0.0,0.0000,0.000,0
37.23904744,126.77303896,63.26,0.8482,0.00,1,1.08,0.0,0.0000,0.000,0
37.23904877,126.77303989,64.08,0.8482,0.00,1,1.11,0.0,0.0000,0.000,0
37.23905014,126.77304076,64.64,0.8482,0.00,1,1.13,0.0,0.0000,0.000,0
37.23905149,126.77304156,64.97,0.8482,0.00,1,1.16,0.0,0.0000,0.000,0
37.23905283,126.77304242,65.38,0.8482,0.00,1,1.21,0.0,0.0000,0.000,0
37.23905416,126.77304326,65.82,0.8482,0.00,1,1.23,0.0,0.0000,0.000,0
37.23905552,126.77304408,66.24,0.5655,0.00,1,1.28,0.0,0.0000,0.000,0
37.23905684,126.77304487,66.62,0.8482,0.00,1,1.31,0.0,0.0000,0.000,0
37.23905818,126.77304566,66.97,0.8482,0.00,1,1.33,0.0,0.0000,0.000,0
37.23905953,126.77304648,67.19,0.8482,0.00,1,1.34,0.0,0.0000,0.000,0
37.23906087,126.77304720,67.27,0.8482,0.00,1,1.36,0.0,0.0000,0.000,0
37.23906222,126.77304797,67.30,0.8482,0.00,1,1.37,0.0,0.0000,0.000,0
37.23906354,126.77304875,67.29,0.8482,0.00,1,1.39,0.0,0.0000,0.000,0
37.23906490,126.77304951,66.97,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23906624,126.77305024,66.72,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23906758,126.77305102,66.51,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23906892,126.77305186,66.32,1.1310,0.00,1,1.41,0.0,0.0000,0.000,0
37.23907027,126.77305268,66.08,0.5655,0.00,1,1.42,0.0,0.0000,0.000,0
37.23907160,126.77305344,65.87,0.8482,0.00,1,1.44,0.0,0.0000,0.000,0
37.23907292,126.77305426,65.67,0.8482,0.00,1,1.43,0.0,0.0000,0.000,0
37.23907427,126.77305500,65.37,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23907560,126.77305584,65.13,0.5655,0.00,1,1.38,0.0,0.0000,0.000,0
37.23907692,126.77305663,64.90,0.8482,0.00,1,1.38,0.0,0.0000,0.000,0
37.23907827,126.77305750,64.59,0.5655,0.00,1,1.39,0.0,0.0000,0.000,0
37.23907957,126.77305832,64.33,0.8482,0.00,1,1.40,0.0,0.0000,0.000,0
37.23908093,126.77305915,64.11,0.8482,0.00,1,1.43,0.0,0.0000,0.000,0
37.23908225,126.77306001,63.95,0.5655,0.00,1,1.43,0.0,0.0000,0.000,0
37.23908357,126.77306090,63.77,0.8482,0.00,1,1.42,0.0,0.0000,0.000,0
