latitude,longitude,heading,speed,steer,direction,pitch,terrain,throttle_pulse,wheel_pulse,wheel_speed,steer_measured,throttle_raw,auto_mode,estop
36.96757364,127.87289851,-11.98,0.034,-19,1,0.00,0,0,0.0,0.000,-19,168,0,0
36.96757301,127.87290210,-12.17,0.739,-20,1,0.00,0,2,2.0,0.884,-20,272,0,0
36.96757239,127.87290572,-9.07,0.826,-20,1,0.00,0,2,3.5,1.547,-20,274,0,0
36.96757165,127.87290933,-15.33,0.764,-20,1,0.00,0,3,2.5,1.105,-20,312,0,0
36.96757095,127.87291324,-14.91,0.921,-20,1,0.00,0,3,1.0,0.442,-20,309,0,0
36.96757032,127.87291749,-10.11,0.994,-20,1,0.00,0,3,2.0,0.884,-20,291,0,0
36.96756946,127.87292198,-12.53,1.116,-20,1,0.00,0,3,1.5,0.663,-20,290,0,0
36.96756859,127.87292681,-11.31,1.166,-21,1,0.00,0,3,3.0,1.326,-21,291,0,0
36.96756761,127.87293183,-13.62,1.164,-20,1,0.00,0,3,2.5,1.105,-20,287,0,0
36.96756663,127.87293723,-11.87,1.178,-20,1,0.00,0,3,2.0,0.884,-20,283,0,0
36.96756613,127.87293998,-12.80,1.290,-20,1,0.00,0,3,2.0,0.884,-20,282,0,0
36.96756559,127.87294281,-13.29,1.314,-20,1,0.00,0,3,2.5,1.105,-20,302,0,0
36.96756500,127.87294571,-14.38,1.255,-20,1,0.00,0,3,2.0,0.884,-20,282,0,0
36.96756441,127.87294864,-14.18,1.417,-21,1,0.00,0,3,2.0,0.884,-21,282,0,0
36.96756394,127.87295165,-10.99,1.316,-20,1,0.00,0,3,2.0,0.884,-20,281,0,0
36.96756335,127.87295487,-12.96,1.538,-20,1,0.00,0,3,2.0,0.884,-20,281,0,0
36.96756266,127.87295804,-15.19,1.474,-20,1,0.00,0,3,2.0,0.884,-20,282,0,0
36.96756199,127.87296115,-15.19,1.349,-21,1,0.00,0,3,2.5,1.105,-21,282,0,0
36.96756141,127.87296439,-12.63,1.484,-21,1,0.00,0,3,3.0,1.326,-21,282,0,0
36.96756072,127.87296751,-15.47,1.437,-21,1,0.00,0,3,2.0,0.884,-21,286,0,0
36.96755998,127.87297077,-15.80,1.583,-21,1,0.00,0,3,3.5,1.547,-21,286,0,0
36.96755926,127.87297396,-15.73,1.441,-21,1,0.00,0,3,2.0,0.884,-21,289,0,0
36.96755865,127.87297719,-13.42,1.332,-21,1,0.00,0,3,2.0,0.884,-21,293,0,0
36.96755782,127.87298035,-18.09,1.650,-21,1,0.00,0,3,2.0,0.884,-21,294,0,0
36.96755712,127.87298359,-15.08,1.464,-21,1,0.00,0,3,2.0,0.884,-21,296,0,0
36.96755640,127.87298690,-15.33,1.612,-21,1,0.00,0,3,2.0,0.884,-21,299,0,0
36.96755562,127.87299025,-16.20,1.606,-21,1,0.00,0,3,2.0,0.884,-21,295,0,0
36.96755489,127.87299351,-15.62,1.369,-21,1,0.00,0,3,2.0,0.884,-21,292,0,0
36.96755423,127.87299680,-14.28,1.590,-21,1,0.00,0,3,2.0,0.884,-21,292,0,0
36.96755347,127.87300004,-16.27,1.445,-21,1,0.00,0,3,2.0,0.884,-21,289,0,0
36.96755269,127.87300328,-16.85,1.561,-21,1,0.00,0,3,2.0,0.884,-21,286,0,0
36.96755201,127.87300665,-14.13,1.532,-21,1,0.00,0,3,2.0,0.884,-21,288,0,0
36.96755114,127.87300991,-18.53,1.418,-21,1,0.00,0,3,5.0,2.210,-21,282,0,0
36.96755055,127.87301326,-12.25,1.633,-21,1,0.00,0,3,2.0,0.884,-21,286,0,0
36.96754975,127.87301649,-17.22,1.474,-21,1,0.00,0,3,2.0,0.884,-21,287,0,0
36.96754906,127.87301983,-14.54,1.641,-21,1,0.00,0,3,2.0,0.884,-21,286,0,0
36.96754828,127.87302311,-16.53,1.467,-21,1,0.00,0,3,2.5,1.105,-21,286,0,0
36.96754758,127.87302643,-14.81,1.459,-22,1,0.00,0,3,2.0,0.884,-22,286,0,0
36.96754680,127.87302981,-16.05,1.634,-24,1,0.00,0,3,2.0,0.884,-24,306,0,0
36.96754620,127.87303319,-12.57,1.526,-24,1,0.00,0,3,2.0,0.884,-24,318,0,0
36.96754547,127.87303658,-15.08,1.596,-25,1,0.00,0,4,3.5,1.547,-25,323,0,0
36.96754481,127.87303995,-13.93,1.547,-25,1,0.00,0,3,3.5,1.547,-25,320,0,0
36.96754413,127.87304346,-13.53,1.420,-25,1,0.00,0,5,2.5,1.105,-25,383,0,0
36.96754345,127.87304703,-13.35,1.885,-25,1,0.00,0,3,4.5,1.989,-25,298,0,0
36.96754295,127.87305064,-9.99,1.625,-25,1,0.00,0,3,2.0,0.884,-25,301,0,0
36.96754239,127.87305417,-11.15,1.570,-27,1,0.00,0,3,2.5,1.105,-27,300,0,0
36.96754185,127.87305780,-10.52,1.660,-25,1,0.00,0,3,2.0,0.884,-25,301,0,0
36.96754134,127.87306141,-10.12,1.538,-25,1,0.00,0,3,2.5,1.105,-25,291,0,0
