latitude,longitude,heading,speed,steer,direction,pitch,terrain,throttle_pulse,wheel_pulse,wheel_speed,steer_measured,throttle_raw,auto_mode,estop
37.23893856,126.77296527,0.00,0.000,-3,1,0.00,0,0,0.0,0.000,-3,170,0,0
37.23894103,126.77296691,60.31,0.716,-3,1,0.00,0,2,1.0,0.884,-3,411,0,0
37.23894305,126.77296832,61.22,0.669,-3,1,0.00,0,2,1.0,0.884,-3,388,0,0
37.23894588,126.77297023,61.71,0.644,-3,1,0.00,0,6,1.0,0.884,-3,462,0,0
37.23894864,126.77297205,62.41,1.051,-3,1,0.00,0,4,1.0,0.884,-3,500,0,0
37.23895240,126.77297453,60.93,1.154,-3,1,0.00,0,9,1.0,0.884,-3,794,0,0
37.23895655,126.77297719,64.13,1.462,-3,1,0.00,0,6,2.0,1.768,-3,542,0,0
37.23895896,126.77297879,62.29,1.511,-2,1,0.00,0,5,2.0,1.768,-2,670,0,0
37.23896167,126.77298057,62.31,1.727,-3,1,0.00,0,5,2.0,1.768,-3,489,0,0
37.23896457,126.77298250,62.02,1.728,-3,1,0.00,0,4,3.0,2.652,-3,701,0,0
37.23896777,126.77298455,63.01,2.085,1,1,0.00,0,5,2.0,1.768,1,415,0,0
37.23897101,126.77298666,62.65,1.975,-3,1,0.00,0,5,2.0,1.768,-3,463,0,0
37.23897433,126.77298885,62.31,2.144,-3,1,0.00,0,6,2.0,1.768,-3,417,0,0
37.23897782,126.77299120,61.80,2.223,-3,1,0.00,0,4,3.0,2.652,-3,484,0,0
37.23898141,126.77299362,61.71,2.140,-2,1,0.00,0,4,3.0,2.652,-2,593,0,0
37.23898525,126.77299622,61.70,2.600,-3,1,0.00,0,6,3.0,2.652,-3,815,0,0
37.23898911,126.77299867,63.13,2.333,-3,1,0.00,0,4,3.5,3.094,-3,415,0,0
37.23899315,126.77300143,61.51,2.579,-2,1,0.00,0,4,3.0,2.652,-2,594,0,0
37.23899728,126.77300417,62.16,2.652,-2,1,0.00,0,4,3.0,2.652,-2,470,0,0
37.23900143,126.77300694,62.05,2.510,-3,1,0.00,0,3,3.0,2.652,-3,415,0,0
37.23900547,126.77300973,61.20,2.603,-3,1,0.00,0,7,2.5,2.210,-3,496,0,0
37.23900965,126.77301257,61.53,2.655,-3,1,0.00,0,8,3.0,2.652,-3,704,0,0
37.23901413,126.77301556,62.02,2.859,-3,1,0.00,0,6,12.0,10.608,-3,492,0,0
37.23901910,126.77301896,61.47,3.182,-3,1,0.00,0,5,4.0,3.536,-3,536,0,0
37.23902438,126.77302259,61.27,3.164,-3,1,0.00,0,5,4.0,3.536,-3,521,0,0
37.23902984,126.77302625,61.97,3.523,-3,1,0.00,0,3,4.0,3.536,-3,461,0,0
37.23903521,126.77302991,61.48,3.406,-3,1,0.00,0,4,4.0,3.536,-3,403,0,0
37.23904048,126.77303351,61.51,3.412,-3,1,0.00,0,2,4.0,3.536,-3,502,0,0
37.23904571,126.77303698,62.11,3.331,-2,1,0.00,0,6,4.0,3.536,-2,581,0,0
37.23905087,126.77304047,61.74,3.064,-3,1,0.00,0,3,4.0,3.536,-3,488,0,0
37.23905602,126.77304387,62.26,3.335,-3,1,0.00,0,4,4.0,3.536,-3,420,0,0
37.23906113,126.77304722,62.42,3.218,-3,1,0.00,0,3,4.0,3.536,-3,442,0,0
37.23906610,126.77305053,62.05,3.234,-3,1,0.00,0,3,3.5,3.094,-3,456,0,0
37.23907099,126.77305374,62.48,3.165,-3,1,0.00,0,4,4.0,3.536,-3,433,0,0
37.23907586,126.77305694,62.34,2.783,-2,1,0.00,0,3,4.0,3.536,-2,439,0,0
37.23908062,126.77306012,62.06,3.139,-3,1,0.00,0,3,3.5,3.094,-3,465,0,0
37.23908532,126.77306320,62.39,2.978,-3,1,0.00,0,5,3.5,3.094,-3,580,0,0
37.23908991,126.77306626,62.06,2.984,-3,1,0.00,0,4,3.0,2.652,-3,449,0,0
37.23909452,126.77306930,62.24,2.880,-3,1,0.00,0,4,3.0,2.652,-3,587,0,0
37.23909902,126.77307219,62.91,2.590,-3,1,0.00,0,3,3.0,2.652,-3,428,0,0
37.23910353,126.77307520,62.10,2.951,-3,1,0.00,0,4,3.0,2.652,-3,456,0,0
37.23910791,126.77307808,62.40,2.782,-3,1,0.00,0,3,3.0,2.652,-3,431,0,0
37.23911226,126.77308091,62.50,2.835,-3,1,0.00,0,3,3.0,2.652,-3,465,0,0
37.23911651,126.77308371,62.38,2.607,-3,1,0.00,0,3,3.0,2.652,-3,475,0,0
37.23912072,126.77308650,62.21,2.433,-3,1,0.00,0,5,3.5,3.094,-3,580,0,0
37.23912482,126.77308924,61.99,2.759,-3,1,0.00,0,3,3.0,2.652,-3,445,0,0
37.23912893,126.77309191,62.60,2.650,-3,1,0.00,0,3,3.0,2.652,-3,434,0,0
37.23913300,126.77309460,62.34,2.587,-3,1,0.00,0,3,3.0,2.652,-3,428,0,0
37.23913706,126.77309721,62.80,2.532,-3,1,0.00,0,3,3.0,2.652,-3,490,0,0
37.23914113,126.77309986,62.66,2.423,-3,1,0.00,0,3,3.0,2.652,-3,436,0,0
37.23914510,126.77310242,62.82,2.561,-3,1,0.00,0,5,3.0,2.652,-3,662,0,0
37.23914903,126.77310499,62.50,2.513,-3,1,0.00,0,5,3.0,2.652,-3,541,0,0
37.23915291,126.77310754,62.33,2.422,-3,1,0.00,0,5,3.0,2.652,-3,429,0,0
37.23915687,126.77311016,62.28,2.524,-3,1,0.00,0,5,3.0,2.652,-3,592,0,0
37.23916090,126.77311286,61.90,2.320,-3,1,0.00,0,5,3.0,2.652,-3,655,0,0
37.23916490,126.77311556,61.67,2.706,-3,1,0.00,0,4,3.0,2.652,-3,632,0,0
37.23916890,126.77311824,62.02,2.523,-3,1,0.00,0,6,3.0,2.652,-3,601,0,0
37.23917288,126.77312093,61.65,2.550,-2,1,0.00,0,6,3.0,2.652,-2,559,0,0
37.23917693,126.77312354,62.88,2.552,-3,1,0.00,0,5,3.0,2.652,-3,537,0,0
37.23918100,126.77312636,61.14,2.487,-3,1,0.00,0,4,3.0,2.652,-3,573,0,0
37.23918517,126.77312917,61.71,2.753,-3,1,0.00,0,3,3.0,2.652,-3,473,0,0
37.23918919,126.77313191,61.62,2.523,-3,1,0.00,0,4,2.5,2.210,-3,551,0,0
37.23919326,126.77313467,61.62,2.646,-3,1,0.00,0,4,3.0,2.652,-3,526,0,0
37.23919724,126.77313731,62.09,2.494,-3,1,0.00,0,5,3.0,2.652,-3,569,0,0
37.23920114,126.77314000,61.24,2.349,-1,1,0.00,0,4,3.0,2.652,-1,514,0,0
37.23920511,126.77314264,62.11,2.581,-3,1,0.00,0,4,3.0,2.652,-3,450,0,0
37.23920904,126.77314528,61.86,2.487,-3,1,0.00,0,3,3.0,2.652,-3,444,0,0
37.23921294,126.77314793,61.65,2.515,-3,1,0.00,0,4,3.0,2.652,-3,619,0,0
37.23921678,126.77315048,62.06,2.437,1,1,0.00,0,6,3.0,2.652,1,496,0,0
37.23922062,126.77315304,62.09,2.355,-3,1,0.00,0,5,3.0,2.652,-3,566,0,0
37.23922460,126.77315567,62.25,2.485,-3,1,0.00,0,3,3.0,2.652,-3,429,0,0
37.23922854,126.77315828,62.15,2.541,-3,1,0.00,0,3,3.0,2.652,-3,428,0,0
37.23923246,126.77316092,61.87,2.518,-3,1,0.00,0,3,3.0,2.652,-3,472,0,0
37.23923628,126.77316343,62.33,2.422,-3,1,0.00,0,5,3.0,2.652,-3,565,0,0
37.23924009,126.77316592,62.52,2.208,-3,1,0.00,0,5,3.0,2.652,-3,429,0,0
37.23924389,126.77316844,62.14,2.505,-3,1,0.00,0,3,3.0,2.652,-3,451,0,0
37.23924767,126.77317096,62.10,2.393,-3,1,0.00,0,3,3.0,2.652,-3,547,0,0
37.23925141,126.77317341,62.40,2.414,-3,1,0.00,0,4,3.0,2.652,-3,532,0,0
37.23925512,126.77317584,62.54,2.392,-3,1,0.00,0,3,3.0,2.652,-3,544,0,0
37.23925875,126.77317823,62.29,2.103,-3,1,0.00,0,5,3.0,2.652,-3,438,0,0
37.23926229,126.77318061,61.80,2.295,-2,1,0.00,0,3,2.5,2.210,-2,769,0,0
37.23926582,126.77318285,63.21,2.193,-3,1,0.00,0,3,2.5,2.210,-3,436,0,0
37.23926932,126.77318516,62.25,2.255,-3,1,0.00,0,3,2.5,2.210,-3,528,0,0
37.23927275,126.77318740,62.55,2.203,-3,1,0.00,0,4,2.5,2.210,-3,502,0,0
37.23927610,126.77318961,62.35,1.909,-3,1,0.00,0,4,2.0,1.768,-3,445,0,0
37.23927937,126.77319175,62.40,2.191,-3,1,0.00,0,3,2.0,1.768,-3,470,0,0
37.23928258,126.77319391,61.82,2.043,-3,1,0.00,0,5,2.0,1.768,-3,684,0,0
37.23928577,126.77319607,61.76,2.111,-3,1,0.00,0,3,2.0,1.768,-3,447,0,0
37.23928900,126.77319814,62.98,1.965,-3,1,0.00,0,5,2.0,1.768,-3,647,0,0
37.23929224,126.77320035,61.49,1.954,-3,1,0.00,0,6,2.5,2.210,-3,615,0,0
37.23929566,126.77320259,62.48,2.204,-3,1,0.00,0,5,3.0,2.652,-3,574,0,0
37.23929934,126.77320502,62.22,2.348,-3,1,0.00,0,5,3.0,2.652,-3,447,0,0
37.23930309,126.77320747,62.51,2.379,-3,1,0.00,0,5,3.0,2.652,-3,548,0,0
37.23930686,126.77320998,62.03,2.363,-2,1,0.00,0,4,3.0,2.652,-2,514,0,0
37.23931072,126.77321244,63.10,2.271,-3,1,0.00,0,4,3.0,2.652,-3,439,0,0
37.23931460,126.77321498,62.53,2.554,-3,1,0.00,0,6,3.0,2.652,-3,617,0,0
37.23931848,126.77321758,61.99,2.513,-3,1,0.00,0,6,3.0,2.652,-3,580,0,0
37.23932249,126.77322025,62.01,2.474,-3,1,0.00,0,6,3.0,2.652,-3,553,0,0
37.23932672,126.77322299,62.72,2.701,-3,1,0.00,0,5,3.0,2.652,-3,616,0,0
37.23933107,126.77322586,62.27,2.581,-3,1,0.00,0,6,3.0,2.652,-3,545,0,0
37.23933560,126.77322878,62.82,2.905,-3,1,0.00,0,6,3.0,2.652,-3,602,0,0
37.23934029,126.77323188,62.25,2.911,-3,1,0.00,0,7,4.0,3.536,-3,721,0,0
37.23934511,126.77323497,62.96,3.114,-3,1,0.00,0,5,4.0,3.536,-3,494,0,0
37.23935031,126.77323833,62.81,3.222,-2,1,0.00,0,4,4.0,3.536,-2,406,0,0
37.23935557,126.77324176,62.55,3.063,-5,1,0.00,0,3,4.0,3.536,-5,432,0,0
37.23936090,126.77324525,62.46,3.690,-2,1,0.00,0,4,4.0,3.536,-2,616,0,0
37.23936607,126.77324860,62.75,3.129,-3,1,0.00,0,4,4.0,3.536,-3,561,0,0
37.23937119,126.77325190,62.80,3.386,-3,1,0.00,0,3,4.0,3.536,-3,555,0,0
37.23937626,126.77325518,62.78,3.151,-3,1,0.00,0,3,4.0,3.536,-3,555,0,0
37.23938124,126.77325846,62.32,3.005,-3,1,0.00,0,2,4.0,3.536,-3,390,0,0
37.23938612,126.77326164,62.57,3.112,-3,1,0.00,0,3,3.5,3.094,-3,444,0,0
37.23939097,126.77326471,63.21,3.012,-3,1,0.00,0,3,3.5,3.094,-3,406,0,0
37.23939570,126.77326784,62.25,3.042,-3,1,0.00,0,2,3.5,3.094,-3,387,0,0
37.23940038,126.77327091,62.47,2.953,-3,1,0.00,0,2,3.0,2.652,-3,506,0,0
37.23940496,126.77327394,62.19,2.786,-3,1,0.00,0,2,3.0,2.652,-3,394,0,0
37.23940945,126.77327680,63.08,2.746,-3,1,0.00,0,2,3.0,2.652,-3,480,0,0
37.23941390,126.77327976,62.11,2.905,-3,1,0.00,0,3,3.0,2.652,-3,392,0,0
37.23941830,126.77328261,62.72,2.817,-3,1,0.00,0,4,3.0,2.652,-3,416,0,0
37.23942257,126.77328538,62.76,2.698,-3,1,0.00,0,3,3.0,2.652,-3,584,0,0
37.23942681,126.77328807,63.10,2.490,-3,1,0.00,0,2,3.0,2.652,-3,387,0,0
37.23943102,126.77329083,62.45,2.717,-3,1,0.00,0,2,3.0,2.652,-3,510,0,0
37.23943514,126.77329347,63.02,2.564,-5,1,0.00,0,4,3.0,2.652,-5,517,0,0
37.23943916,126.77329609,62.55,2.598,-3,1,0.00,0,3,3.0,2.652,-3,397,0,0
37.23944311,126.77329864,62.83,2.537,-3,1,0.00,0,4,3.0,2.652,-3,495,0,0
37.23944703,126.77330119,62.60,2.259,-3,1,0.00,0,4,3.0,2.652,-3,400,0,0
37.23945083,126.77330364,62.87,2.485,-3,1,0.00,0,3,3.0,2.652,-3,470,0,0
37.23945452,126.77330609,62.10,2.328,-3,1,0.00,0,3,3.0,2.652,-3,434,0,0
