latitude,longitude,heading,speed,steer,direction,pitch,terrain,throttle_pulse,wheel_pulse,wheel_speed,steer_measured,throttle_raw,auto_mode,estop
36.96760677,127.87264526,-8.03,1.964,-4,1,0.00,0,3,1.0,0.442,-4,283,0,0
36.96760643,127.87264950,-5.81,1.841,-4,1,0.00,0,2,1.0,0.442,-4,277,0,0
36.96760612,127.87265370,-5.20,1.786,-3,1,0.00,0,1,1.0,0.442,-3,238,0,0
36.96760569,127.87265784,-7.51,1.913,-3,1,0.00,0,1,1.0,0.442,-3,225,0,0
36.96760531,127.87266183,-6.68,1.891,-3,1,0.00,0,1,1.0,0.442,-3,214,0,0
36.96760492,127.87266572,-7.13,1.677,-3,1,0.00,0,1,1.5,0.663,-3,217,0,0
36.96760451,127.87266947,-7.82,1.735,-3,1,0.00,0,1,1.0,0.442,-3,223,0,0
36.96760418,127.87267312,-6.48,1.502,-3,1,0.00,0,1,1.0,0.442,-3,222,0,0
36.96760381,127.87267661,-7.57,1.629,-3,1,0.00,0,1,1.0,0.442,-3,223,0,0
36.96760346,127.87268011,-7.10,1.623,-3,1,0.00,0,1,1.5,0.663,-3,225,0,0
36.96760307,127.87268352,-8.09,1.481,-3,1,0.00,0,1,1.0,0.442,-3,225,0,0
36.96760289,127.87268673,-4.12,1.473,-3,1,0.00,0,2,1.0,0.442,-3,249,0,0
36.96760258,127.87268997,-6.84,1.380,-3,1,0.00,0,1,1.0,0.442,-3,226,0,0
36.96760226,127.87269308,-7.21,1.452,-2,1,0.00,0,1,2.5,1.105,-2,228,0,0
36.96760203,127.87269615,-5.52,1.366,0,1,0.00,0,1,0.5,0.221,0,232,0,0
36.96760181,127.87269910,-5.41,1.278,0,1,0.00,0,1,1.0,0.442,0,238,0,0
36.96760134,127.87270212,-10.79,1.341,0,1,0.00,0,1,1.0,0.442,0,235,0,0
36.96760088,127.87270497,-11.58,1.252,0,1,0.00,0,2,0.5,0.221,0,243,0,0
36.96760050,127.87270775,-9.74,1.350,0,1,0.00,0,2,0.5,0.221,0,246,0,0
36.96759977,127.87271309,-9.60,1.179,0,1,0.00,0,2,0.5,0.221,0,259,0,0
36.96759937,127.87271819,-3.47,1.113,0,1,0.00,0,3,0.5,0.221,0,286,0,0
36.96759869,127.87272353,-9.97,1.255,0,1,0.00,0,3,1.0,0.442,0,284,0,0
36.96759781,127.87272914,-12.76,1.356,-2,1,0.00,0,3,0.5,0.221,-2,285,0,0
36.96759739,127.87273208,-10.28,1.258,-2,1,0.00,0,3,1.0,0.442,-2,283,0,0
36.96759695,127.87273516,-10.13,1.418,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96759654,127.87273827,-9.27,1.437,-2,1,0.00,0,3,1.0,0.442,-2,285,0,0
36.96759618,127.87274147,-8.03,1.416,-2,1,0.00,0,3,1.0,0.442,-2,310,0,0
36.96759574,127.87274491,-9.13,1.627,-2,1,0.00,0,3,1.0,0.442,-2,301,0,0
36.96759525,127.87274841,-9.96,1.478,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96759482,127.87275195,-8.57,1.666,-2,1,0.00,0,3,1.0,0.442,-2,286,0,0
36.96759434,127.87275555,-9.57,1.622,-2,1,0.00,0,3,1.0,0.442,-2,285,0,0
36.96759385,127.87275928,-9.24,1.665,-5,1,0.00,0,3,1.0,0.442,-5,281,0,0
36.96759323,127.87276308,-11.63,1.819,-3,1,0.00,0,2,1.0,0.442,-3,277,0,0
36.96759270,127.87276700,-9.60,1.604,-3,1,0.00,0,2,1.0,0.442,-3,253,0,0
36.96759215,127.87277084,-10.05,1.805,-3,1,0.00,0,2,1.0,0.442,-3,261,0,0
36.96759157,127.87277463,-10.98,1.790,-2,1,0.00,0,2,1.0,0.442,-2,277,0,0
36.96759110,127.87277832,-9.05,1.656,-3,1,0.00,0,3,1.0,0.442,-3,281,0,0
36.96759057,127.87278207,-9.97,1.711,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96759006,127.87278572,-10.04,1.504,-3,1,0.00,0,3,1.0,0.442,-3,285,0,0
36.96758963,127.87278934,-8.29,1.654,-3,1,0.00,0,3,2.0,0.884,-3,284,0,0
36.96758908,127.87279288,-10.98,1.683,-3,1,0.00,0,3,1.0,0.442,-3,316,0,0
36.96758872,127.87279648,-7.17,1.590,-2,1,0.00,0,3,1.0,0.442,-2,284,0,0
36.96758809,127.87280003,-12.46,1.629,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758757,127.87280360,-10.49,1.518,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758704,127.87280725,-10.26,1.737,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758648,127.87281083,-11.00,1.740,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96758599,127.87281446,-9.59,1.553,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758536,127.87281805,-12.51,1.655,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96758469,127.87282158,-13.22,1.522,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758420,127.87282516,-9.78,1.624,-3,1,0.00,0,3,1.0,0.442,-3,282,0,0
36.96758358,127.87282875,-12.29,1.776,-5,1,0.00,0,3,1.0,0.442,-5,283,0,0
36.96758296,127.87283234,-12.05,1.537,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96758251,127.87283605,-8.67,1.701,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96758199,127.87283970,-10.17,1.508,-3,1,0.00,0,3,1.0,0.442,-3,293,0,0
36.96758140,127.87284335,-11.51,1.850,-3,1,0.00,0,3,1.0,0.442,-3,282,0,0
36.96758086,127.87284713,-10.11,1.729,-3,1,0.00,0,3,1.0,0.442,-3,281,0,0
36.96758036,127.87285092,-9.33,1.665,-3,1,0.00,0,3,1.0,0.442,-3,281,0,0
36.96757982,127.87285474,-9.99,1.761,-3,1,0.00,0,2,1.0,0.442,-3,275,0,0
36.96757923,127.87285861,-10.87,1.693,-3,1,0.00,0,2,1.0,0.442,-3,275,0,0
36.96757866,127.87286234,-10.87,1.731,-3,1,0.00,0,2,1.0,0.442,-3,279,0,0
36.96757811,127.87286603,-10.47,1.688,-3,1,0.00,0,3,1.0,0.442,-3,283,0,0
36.96757757,127.87286960,-10.78,1.600,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96757724,127.87287307,-6.83,1.598,-3,1,0.00,0,3,1.0,0.442,-3,287,0,0
36.96757675,127.87287660,-9.88,1.484,-3,1,0.00,0,3,1.0,0.442,-3,287,0,0
36.96757626,127.87288006,-9.99,1.614,-3,1,0.00,0,3,1.0,0.442,-3,285,0,0
36.96757580,127.87288358,-9.29,1.630,-3,1,0.00,0,3,1.0,0.442,-3,286,0,0
36.96757528,127.87288711,-10.32,1.554,-3,1,0.00,0,3,1.0,0.442,-3,286,0,0
36.96757504,127.87289088,-4.53,1.713,-3,1,0.00,0,3,1.0,0.442,-3,284,0,0
36.96757464,127.87289460,-7.69,1.574,-3,1,0.00,0,2,1.0,0.442,-3,268,0,0
36.96757415,127.87289824,-9.66,1.644,-3,1,0.00,0,1,1.0,0.442,-3,220,0,0
36.96757372,127.87290182,-8.62,1.670,-3,1,0.00,0,0,1.0,0.442,-3,188,0,0
36.96757325,127.87290517,-9.92,1.560,-3,1,0.00,0,0,1.0,0.442,-3,180,0,0
36.96757279,127.87290822,-10.57,1.372,-3,1,0.00,0,0,0.5,0.221,-3,177,0,0
36.96757232,127.87291101,-12.01,1.170,-3,1,0.00,0,0,0.5,0.221,-3,175,0,0
36.96757159,127.87291584,-10.70,1.061,-3,1,0.00,0,0,0.5,0.221,-3,174,0,0
36.96757110,127.87291965,-9.55,0.811,-3,1,0.00,0,0,0.5,0.221,-3,175,0,0
36.96757069,127.87292244,-13.58,0.617,-3,1,0.00,0,0,0.5,0.221,-3,174,0,0
36.96756510,127.87292971,-46.79,0.599,-3,1,0.00,0,0,0.0,0.000,-3,173,0,0
