t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,encoder_sum,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,drive_cmd,drive_event,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1786449278.996054,0.002,0.0,0.0,0,0,90.30318618743851,-32.3346014260606,0.0,0.5,0.0,161.0,1.0,0.35188099115166543,84.98954240955962,66.0,5.267311825330306,8.227595772283534,-11.138357236766039,0.14241505689505232,-0.06,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,MAP_START | STOP | route_20260811_205252.csv | DRIVE_START,"🗺️ 매핑 시작(prompt) — 페달로 곧게 굴려 헤딩을 잡을 것 | 🧭 헤딩 확정 -14.0° (±1.1°, 1.03m, 11점, 잔차 0.7cm) | 🛑 정지 명령 | 📁 경로 선택: route_20260811_205252.csv (WP 161개) — 스위치를 자율로 올리면 출발 | ▶ 주행 시작(prompt) [route_20260811_205252.csv]",36.96762468,127.873730825,122.315,2,0.00017956000000000002,0.07753686789329994,0.2585497177200395,-0.4532294819537659,0.8495428854814253,0.002408554367752175,-0.00019198621771937625,-0.0010471975511965976,-4.99158485,-0.980665,8.36507245
1786449279.046033,0.052,0.0,0.0,0,0,90.30318618743851,-32.3346014260606,0.0,0.5,0.0,161.0,1.0,0.35188099115166543,84.98954240955962,66.0,5.267311825330306,8.227595772283534,-11.138357236766039,0.14241505689505232,-0.31100000000000005,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762468,127.873730825,122.315,2,0.00017956000000000002,0.07753137724289061,0.2585325556128781,-0.4532200226477797,0.8495536559289478,0.0013439035240356337,-0.006684611035138282,-0.005427973973702365,-5.0013914999999995,-0.99047165,8.394492399999999
1786449279.096046,0.102,0.0,0.0,0,0,90.30229677599743,-32.332746101060536,0.0,0.5,0.0,161.0,1.0,0.35341553020751293,84.98954240955962,66.0,5.267311825330306,8.225639761688168,-11.138357236766039,0.14241505689505232,0.069,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762469666667,127.873730815,122.30699999999999,2,0.00017956000000000002,0.07753297092916286,0.2585047301725774,-0.4532491872573561,0.8495464184774406,-0.002408554367752175,-0.002617993877991494,0.0012042771838760874,-4.97197155,-1.0002783,8.38468575
1786449279.146059,0.152,0.0,0.0,0,0,90.30229677599743,-32.332746101060536,0.0,0.0,0.0,161.0,1.0,0.35341553020751293,84.98954240955962,66.0,5.267311825330306,8.225639761688168,-11.138357236766039,0.14241505689505232,-0.089,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762469666667,127.873730815,122.30699999999999,2,0.00017956000000000002,0.07750749541879015,0.2584987569765712,-0.45324037337019296,0.8495552629127325,0.0014835298641951802,0.0019722220547535923,-0.0015533430342749533,-5.0210048,-1.0296982499999998,8.34545915
1786449279.196038,0.202,0.0,0.0,0,0,90.30229677599743,-32.332746101060536,0.0,1.0,0.0,161.0,1.0,0.35341553020751293,84.98954240955962,66.0,5.267311825330306,8.225639761688168,-11.138357236766039,0.14241505689505232,-0.268,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,2,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762469666667,127.873730815,122.30699999999999,2,0.00017956000000000002,0.07752104539562049,0.25851003854491406,-0.4532321038977688,0.8495550055697862,0.0003665191429188092,0.005445427266222308,-0.004677482395344803,-5.0013914999999995,-0.99047165,8.38468575
1786449279.246078,0.252,0.0,0.0,0,0,90.30229677599743,-32.332746101060536,0.0,0.0,0.0,161.0,1.0,0.35341553020751293,84.98954240955962,66.0,5.267311825330306,8.225639761688168,-11.138357236766039,0.14241505689505232,-0.217,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762469666667,127.873730815,122.30699999999999,2,0.00017956000000000002,0.07753588947540069,0.2585312023956949,-0.4532348500872179,0.8495457456179226,-0.0010821041362364843,-0.00019198621771937625,-0.003787364476827695,-4.962164899999999,-0.980665,8.36507245
1786449279.296050,0.302,0.0,0.0,0,0,90.29873912770522,-32.33330269895604,0.0,0.5,0.0,161.0,1.0,0.3564868360750759,84.98954240955962,66.0,5.267311825330306,8.22572552953576,-11.138357236766039,0.14241505689505232,-0.258,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967624691666664,127.873730775,122.293,2,0.00017956000000000002,0.07752459568137499,0.2585192443932553,-0.4532505332022975,0.8495420481027487,-0.00020943951023931956,0.0010821041362364843,-0.0045029494701453706,-4.95235825,-1.0198915999999998,8.404299049999999
1786449279.346034,0.352,0.0,0.0,0,0,90.29873912770522,-32.33330269895604,0.0,0.5,0.0,161.0,1.0,0.3564868360750759,84.98954240955962,66.0,5.267311825330306,8.22572552953576,-11.138357236766039,0.14241505689505232,-0.206,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967624691666664,127.873730775,122.293,2,0.00017956000000000002,0.07749300083751748,0.25852710942152685,-0.4532504787439894,0.8495425663459664,-0.0019722220547535923,0.0020420352248333657,-0.0035953782591083188,-5.0602314,-1.0296982499999998,8.394492399999999
1786449279.396052,0.402,0.0,0.0,0,0,90.29873912770522,-32.33330269895604,0.0,0.0,0.0,161.0,1.0,0.3564868360750759,84.98954240955962,66.0,5.267311825330306,8.22572552953576,-11.138357236766039,0.14241505689505232,-0.183,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967624691666664,127.873730775,122.293,2,0.00017956000000000002,0.07748206018879052,0.2585646689840327,-0.45327900955806383,0.8495169108358817,-0.006387905062299246,0.001762782544514273,-0.003193952531149623,-5.0504247499999995,-1.0296982499999998,8.325845849999999
1786449279.446032,0.452,0.0,0.0,0,0,90.29873912770522,-32.33330269895604,0.0,0.5,0.0,161.0,1.0,0.3564868360750759,84.98954240955962,66.0,5.267311825330306,8.22572552953576,-11.138357236766039,0.14241505689505232,0.08200000000000002,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.967624691666664,127.873730775,122.293,2,0.00017956000000000002,0.07746241338975948,0.2585963020494587,-0.4532942665049249,0.8495009329199945,0.0009075712110370514,-0.001117010721276371,0.0014311699866353504,-5.0210048,-1.0983448,8.3356525
1786449279.496060,0.502,0.0,0.0,0,0,90.30022148179226,-32.333859296060574,0.0,0.5,0.0,161.0,1.0,0.3549042553337681,84.98954240955962,66.0,5.267311825330306,8.226471324276451,-11.138357236766039,0.14241505689505232,0.318,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762468666667,127.87373079166667,122.293,2,0.00017956000000000002,0.07745048665492937,0.25860160958371414,-0.4532771831400973,0.8495095201833853,0.004956735075663896,0.0040666171571467884,0.005550147021341968,-4.903325,-0.980665,8.34545915
1786449279.546057,0.552,0.0,0.0,0,0,90.30022148179226,-32.333859296060574,0.0,0.0,0.0,161.0,1.0,0.3549042553337681,84.98954240955962,66.0,5.267311825330306,8.226471324276451,-11.138357236766039,0.14241505689505232,-0.162,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762468666667,127.87373079166667,122.293,2,0.00017956000000000002,0.07747337029742023,0.2585878154043362,-0.4532639695712438,0.8495186828479349,-0.001186823891356144,-0.0007330382858376184,-0.002827433388230814,-4.99158485,-0.97085835,8.414105699999999
1786449279.596033,0.602,0.0,0.0,0,0,90.30022148179226,-32.333859296060574,0.0,1.0,0.0,161.0,1.0,0.3549042553337681,84.98954240955962,66.0,5.267311825330306,8.226471324276451,-11.138357236766039,0.14241505689505232,-0.192,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,2,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762468666667,127.87373079166667,122.293,2,0.00017956000000000002,0.07745787948222016,0.25856858018052514,-0.45328121049731135,0.8495167511353955,-0.0024434609527920616,-0.0018849555921538759,-0.003351032163829113,-4.97197155,-1.01008495,8.44352565
1786449279.646035,0.652,0.0,0.0,0,0,90.30022148179226,-32.333859296060574,0.0,1.0,0.0,161.0,1.0,0.3549042553337681,84.98954240955962,66.0,5.267311825330306,8.226471324276451,-11.138357236766039,0.14241505689505232,-0.308,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,2,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762468666667,127.87373079166667,122.293,2,0.00017956000000000002,0.07742566323953198,0.2586074498905632,-0.45329936671799326,0.8494981681358027,0.005131268000863329,0.004485496177625427,-0.005375614096142535,-5.0210048,-1.0591182,8.36507245
1786449279.696041,0.702,3.0,0.0,0,0,90.30259324605647,-32.32903545185138,0.0,0.0,0.0,161.0,1.0,0.35459343744274807,84.98954240955962,66.0,5.267311825330306,8.222000130910367,-11.138357236766039,0.14241505689505232,0.115,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762473,127.87373081833333,122.293,2,0.00017956000000000002,0.07736667343037525,0.2586304661116893,-0.45329769593587066,0.8494974271299467,-0.0029845130209103037,-0.0028448866807507574,0.002007128639793479,-5.0602314,-1.0296982499999998,8.42391235
1786449279.746060,0.752,3.0,0.0,3,0,90.30259324605647,-32.32903545185138,0.0,0.5,0.0,161.0,1.0,0.35459343744274807,84.98954240955962,66.0,5.267311825330306,8.222000130910367,-11.138357236766039,0.14241505689505232,0.119,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,181,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762473,127.87373081833333,122.293,2,0.00017956000000000002,0.07736861393975375,0.2586384203674354,-0.45328872470736614,0.8494996157386115,0.003944444109507185,0.005707226654021458,0.002076941809873252,-4.962164899999999,-0.9414384,8.42391235
1786449279.796048,0.802,3.0,0.0,3,0,90.30259324605647,-32.32903545185138,0.0,0.5,0.0,161.0,1.0,0.35459343744274807,84.98954240955962,66.0,5.267311825330306,8.222000130910367,-11.138357236766039,0.14241505689505232,-0.117,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762473,127.87373081833333,122.293,2,0.00017956000000000002,0.07737084810136624,0.2586086714646707,-0.4532979120887351,0.8495035666807685,-0.0004886921905584122,-0.007173303225696694,-0.0020420352248333657,-4.9817782,-0.9512450499999999,8.34545915
1786449279.846063,0.852,3.0,0.0,3,0,90.30259324605647,-32.32903545185138,0.0,0.5,0.0,161.0,1.0,0.35459343744274807,84.98954240955962,66.0,5.267311825330306,8.222000130910367,-11.138357236766039,0.14241505689505232,0.323,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,1,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762473,127.87373081833333,122.293,2,0.00017956000000000002,0.07737180726391665,0.25859811167666324,-0.4532943131675287,0.8495086142753101,0.0045204027626653135,-0.003246312408709453,0.0056374134839416844,-4.97197155,-1.0395048999999998,8.36507245
1786449279.896030,0.902,3.0,0.0,3,0,90.30036971682179,-32.32792225685134,0.0,0.0,0.0,161.0,1.0,0.3570759797488795,84.98954240955962,66.0,5.267311825330306,8.220604868988286,-11.138357236766039,0.14241505689505232,-0.6390000000000001,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762474,127.87373079333334,122.292,2,0.00017956000000000002,0.07734441060147784,0.2586132595281395,-0.45329269948186746,0.8495073588506357,-0.0038048177693476384,-0.004031710572106902,-0.011152653920243767,-5.0210048,-1.01008495,8.414105699999999
1786449279.946057,0.952,3.0,0.0,3,0,90.30036971682179,-32.32792225685134,0.0,0.0,0.0,161.0,1.0,0.3570759797488795,84.98954240955962,66.0,5.267311825330306,8.220604868988286,-11.138357236766039,0.14241505689505232,0.047,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,0,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762474,127.87373079333334,122.292,2,0.00017956000000000002,0.07735116977358981,0.25859748837207047,-0.4532639603170884,0.8495268788096013,-0.006789330790257942,-0.0004188790204786391,0.0008203047484373349,-4.922938299999999,-0.97085835,8.42391235
1786449279.996033,1.002,3.0,0.0,3,0,90.30036971682179,-32.32792225685134,0.0,7.0,0.0,161.0,1.0,0.3570759797488795,84.98954240955962,66.0,5.267311825330306,8.220604868988286,-11.138357236766039,0.14241505689505232,0.046,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,14,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762474,127.87373079333334,122.292,2,0.00017956000000000002,0.07738830251156484,0.25866493170073634,-0.4532699233550433,0.8494997824157138,-0.0030019663134302466,-0.0006283185307179586,0.0008028514559173916,-5.26617105,-0.97085835,8.217972699999999
1786449280.046034,1.052,3.0,0.0,3,0,90.30036971682179,-32.32792225685134,0.0,12.5,0.0,161.0,1.0,0.3570759797488795,84.98954240955962,66.0,5.267311825330306,8.220604868988286,-11.138357236766039,0.14241505689505232,-0.167,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,25,2,179,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762474,127.87373079333334,122.292,2,0.00017956000000000002,0.07739245558083968,0.2586140641513796,-0.45327191378540616,0.8495138290902563,0.0014311699866353504,-0.009215338450530061,-0.0029146998508305304,-5.01119815,-1.0395048999999998,8.394492399999999
1786449280.096043,1.102,3.0,0.0,3,0,90.30125912826288,-32.330148646060444,0.0,13.5,0.0,161.0,1.0,0.35538179240808443,84.98954240955962,66.0,5.267311825330306,8.222928640457761,-11.138357236766039,0.14241505689505232,0.19,0.0,-14.01939224911043,1.1172782297472756,0.006633826757136924,1.0255013554680164,27,2,180,True,True,False,"A:1,B:1,ESTOP:0,MODE:1",DRIVE_HEADING,,,36.96762472,127.87373080333333,122.28899999999999,2,0.00017956000000000002,0.07740468863020081,0.2585863850853236,-0.4532544014361756,0.849530483976473,0.004433136300065597,-0.0008028514559173916,0.0033161255787892262,-5.03081145,-1.0198915999999998,8.414105699999999
