latitude,longitude,heading,speed,steer,direction,pitch,terrain,throttle_pulse,wheel_pulse,wheel_speed,steer_measured,throttle_raw,auto_mode,estop
36.96761643,127.87394285,97.87,1.237,-40,1,0.00,0,4,1.0,0.442,-40,336,0,0
36.96761866,127.87394208,105.41,1.389,-40,1,0.00,0,5,1.5,0.663,-40,379,0,0
36.96762082,127.87394111,109.70,1.238,-40,1,0.00,0,4,1.5,0.663,-40,357,0,0
36.96762298,127.87393988,114.51,1.344,-40,1,0.00,0,4,1.5,0.663,-40,359,0,0
36.96762525,127.87393850,115.96,1.423,-40,1,0.00,0,4,1.0,0.442,-40,341,0,0
36.96762743,127.87393689,120.38,1.347,-40,1,0.00,0,6,1.5,0.663,-40,443,0,0
36.96762953,127.87393497,126.21,1.477,-38,1,0.00,0,4,2.0,0.884,-38,343,0,0
36.96763155,127.87393288,129.53,1.533,-37,1,0.00,0,4,1.5,0.663,-37,351,0,0
36.96763353,127.87393053,133.61,1.488,-36,1,0.00,0,4,1.0,0.442,-36,351,0,0
36.96763545,127.87392807,135.61,1.516,-33,1,0.00,0,4,1.5,0.663,-33,354,0,0
36.96763727,127.87392541,139.39,1.494,-33,1,0.00,0,4,1.0,0.442,-33,362,0,0
36.96763882,127.87392256,145.83,1.642,-32,1,0.00,0,4,1.0,0.442,-32,353,0,0
36.96764031,127.87391948,148.66,1.556,-31,1,0.00,0,4,2.0,0.884,-31,336,0,0
36.96764168,127.87391629,151.79,1.644,-29,1,0.00,0,3,1.0,0.442,-29,314,0,0
36.96764299,127.87391284,154.66,1.711,-25,1,0.00,0,3,1.5,0.663,-25,313,0,0
36.96764421,127.87390944,155.67,1.578,-21,1,0.00,0,3,1.5,0.663,-21,314,0,0
36.96764533,127.87390595,158.27,1.833,-18,1,0.00,0,2,1.5,0.663,-18,274,0,0
36.96764622,127.87390255,161.87,1.489,-14,1,0.00,0,2,1.0,0.442,-14,263,0,0
36.96764721,127.87389923,159.57,1.614,-10,1,0.00,0,2,1.5,0.663,-10,262,0,0
36.96764812,127.87389593,160.80,1.566,-5,1,0.00,0,2,1.0,0.442,-5,270,0,0
36.96764898,127.87389271,161.48,1.397,1,1,0.00,0,3,1.0,0.442,1,289,0,0
36.96764995,127.87388965,158.36,1.562,5,1,0.00,0,3,1.0,0.442,5,310,0,0
36.96765094,127.87388650,158.71,1.485,5,1,0.00,0,4,1.0,0.442,5,343,0,0
36.96765192,127.87388354,157.41,1.423,4,1,0.00,0,4,1.0,0.442,4,341,0,0
36.96765296,127.87388036,157.73,1.528,2,1,0.00,0,4,1.5,0.663,2,339,0,0
36.96765426,127.87387704,153.93,1.667,1,1,0.00,0,4,1.5,0.663,1,336,0,0
36.96765536,127.87387376,157.12,1.585,0,1,0.00,0,4,1.0,0.442,0,334,0,0
36.96765656,127.87387045,155.64,1.615,0,1,0.00,0,4,1.0,0.442,0,328,0,0
36.96765782,127.87386709,154.88,1.668,0,1,0.00,0,4,1.5,0.663,0,332,0,0
36.96765916,127.87386358,154.46,1.713,-1,1,0.00,0,3,1.5,0.663,-1,322,0,0
36.96766053,127.87386008,153.88,1.621,-2,1,0.00,0,3,1.0,0.442,-2,317,0,0
36.96766191,127.87385655,153.89,1.875,-3,1,0.00,0,3,1.0,0.442,-3,322,0,0
36.96766332,127.87385307,153.11,1.703,-3,1,0.00,0,4,1.5,0.663,-3,325,0,0
36.96766470,127.87384957,153.74,1.751,-3,1,0.00,0,4,2.5,1.105,-3,326,0,0
36.96766614,127.87384608,152.82,1.795,-4,1,0.00,0,4,1.5,0.663,-4,328,0,0
36.96766756,127.87384254,153.16,1.601,-5,1,0.00,0,4,1.5,0.663,-5,324,0,0
36.96766901,127.87383891,153.56,1.954,-6,1,0.00,0,4,1.5,0.663,-6,328,0,0
36.96767050,127.87383517,153.38,1.772,-8,1,0.00,0,5,1.5,0.663,-8,383,0,0
36.96767190,127.87383144,154.86,1.898,-9,1,0.00,0,4,2.0,0.884,-9,326,0,0
36.96767334,127.87382757,155.08,1.834,-11,1,0.00,0,4,1.5,0.663,-11,332,0,0
36.96767474,127.87382358,156.35,1.835,-11,1,0.00,0,4,1.5,0.663,-11,327,0,0
36.96767593,127.87381962,159.28,2.038,-11,1,0.00,0,4,1.5,0.663,-11,331,0,0
36.96767717,127.87381563,158.74,1.860,-11,1,0.00,0,4,1.5,0.663,-11,330,0,0
36.96767829,127.87381145,161.45,2.121,-12,1,0.00,0,3,1.5,0.663,-12,311,0,0
36.96767934,127.87380726,162.69,1.876,-10,1,0.00,0,2,1.5,0.663,-10,247,0,0
36.96768039,127.87380326,161.79,1.790,-10,1,0.00,0,0,1.5,0.663,-10,194,0,0
36.96768126,127.87379921,164.99,1.959,-9,1,0.00,0,0,1.5,0.663,-9,194,0,0
36.96768209,127.87379524,165.28,1.764,-8,1,0.00,0,0,1.5,0.663,-8,194,0,0
36.96768285,127.87379150,165.67,1.775,-6,1,0.00,0,1,1.0,0.442,-6,198,0,0
36.96768358,127.87378782,166.17,1.674,-5,1,0.00,0,0,1.5,0.663,-5,195,0,0
36.96768430,127.87378434,165.38,1.482,-5,1,0.00,0,0,1.0,0.442,-5,196,0,0
36.96768500,127.87378090,165.69,1.721,-5,1,0.00,0,0,1.5,0.663,-5,196,0,0
36.96768573,127.87377766,164.40,1.517,-5,1,0.00,0,1,1.0,0.442,-5,198,0,0
36.96768621,127.87377443,169.35,1.444,-6,1,0.00,0,0,1.0,0.442,-6,197,0,0
36.96768668,127.87377133,169.35,1.397,-6,1,0.00,0,0,1.0,0.442,-6,196,0,0
36.96768724,127.87376835,166.69,1.345,-6,1,0.00,0,0,1.0,0.442,-6,197,0,0
36.96768779,127.87376550,166.46,1.356,-6,1,0.00,0,1,1.0,0.442,-6,215,0,0
36.96768859,127.87376025,168.02,1.142,-6,1,0.00,0,2,1.5,0.663,-6,255,0,0
36.96768949,127.87375513,167.44,1.042,-6,1,0.00,0,2,1.0,0.442,-6,277,0,0
36.96769005,127.87375043,171.22,1.009,-5,1,0.00,0,3,1.0,0.442,-5,304,0,0
36.96769075,127.87374571,171.32,1.074,-5,1,0.00,0,4,1.0,0.442,-5,339,0,0
36.96769156,127.87374048,169.36,1.288,-5,1,0.00,0,4,1.5,0.663,-5,340,0,0
36.96769199,127.87373766,169.22,1.260,-5,1,0.00,0,4,1.5,0.663,-5,338,0,0
36.96769233,127.87373477,171.64,1.309,-5,1,0.00,0,4,1.0,0.442,-5,340,0,0
36.96769285,127.87373162,168.25,1.432,-5,1,0.00,0,4,1.5,0.663,-5,333,0,0
36.96769313,127.87372844,173.82,1.436,-5,1,0.00,0,5,1.5,0.663,-5,387,0,0
36.96769357,127.87372522,170.25,1.456,-4,1,0.00,0,4,1.5,0.663,-4,326,0,0
36.96769396,127.87372176,171.99,1.525,-4,1,0.00,0,3,1.0,0.442,-4,288,0,0
36.96769446,127.87371821,170.01,1.635,-4,1,0.00,0,0,1.5,0.663,-4,194,0,0
36.96769476,127.87371477,173.63,1.542,-5,1,0.00,0,0,1.0,0.442,-5,191,0,0
36.96769511,127.87371193,171.32,1.215,-4,1,0.00,0,0,1.0,0.442,-4,188,0,0
